data,preco
2012-10-26,125.6
2012-10-31,127.0
2012-11-01,129.9
2012-11-05,125.0
2012-11-06,125.0
2012-11-07,125.0
2012-11-08,125.0
2012-11-12,120.0
2012-11-13,120.0
2012-11-14,120.0
2012-11-16,120.0
2012-11-21,120.0
2012-11-22,120.0
2012-11-23,125.0
2012-11-26,120.0
2012-11-27,120.0
2012-11-28,121.0
2012-11-29,122.5
2012-11-30,128.5
2012-12-03,128.5
2012-12-04,128.0
2012-12-05,128.0
2012-12-06,127.0
2012-12-07,129.0
2012-12-10,129.0
2012-12-11,128.0
2012-12-12,127.0
2012-12-13,126.9
2012-12-14,125.0
2012-12-17,125.0
2012-12-19,125.0
2012-12-20,125.0
2012-12-21,128.5
2012-12-26,128.0
2012-12-27,128.0
2012-12-28,129.0
2013-01-02,128.0
2013-01-03,128.0
2013-01-04,129.8
2013-01-07,129.0
2013-01-08,129.8
2013-01-09,129.8
2013-01-10,129.5
2013-01-11,129.5
2013-01-14,129.0
2013-01-15,130.0
2013-01-16,129.0
2013-01-17,131.0
2013-01-18,131.0
2013-01-21,131.0
2013-01-22,131.0
2013-01-23,130.5
2013-01-24,130.0
2013-01-28,129.0
2013-01-29,130.0
2013-01-30,129.8
2013-01-31,129.8
2013-02-01,129.0
2013-02-04,128.5
2013-02-05,128.5
2013-02-06,129.5
2013-02-07,129.0
2013-02-08,129.0
2013-02-13,129.0
2013-02-14,129.4
2013-02-15,129.4
2013-02-18,129.0
2013-02-19,129.0
2013-02-20,129.0
2013-02-21,129.0
2013-02-22,129.0
2013-02-25,129.0
2013-02-26,128.9
2013-02-27,126.0
2013-02-28,126.0
2013-03-01,127.8
2013-03-04,126.0
2013-03-05,126.0
2013-03-06,126.0
2013-03-07,126.9
2013-03-08,126.9
2013-03-11,126.0
2013-03-12,126.5
2013-03-13,126.5
2013-03-14,126.5
2013-03-15,126.5
2013-03-18,127.9
2013-03-19,128.7
2013-03-20,128.7
2013-03-21,128.7
2013-03-22,128.7
2013-03-25,126.0
2013-03-26,126.0
2013-03-27,128.7
2013-03-28,129.4
2013-04-01,129.0
2013-04-02,129.0
2013-04-03,131.0
2013-04-04,131.0
2013-04-05,131.0
2013-04-08,129.0
2013-04-09,128.9
2013-04-10,129.0
2013-04-11,128.3
2013-04-12,128.2
2013-04-15,129.0
2013-04-16,126.8
2013-04-17,127.0
2013-04-18,128.0
2013-04-19,128.0
2013-04-22,128.0
2013-04-23,128.0
2013-04-24,127.0
2013-04-25,131.0
2013-04-29,132.0
2013-04-30,131.9
2013-05-02,133.3
2013-05-03,132.1
2013-05-06,129.0
2013-05-07,127.1
2013-05-08,129.65
2013-05-10,129.0
2013-05-13,126.5
2013-05-14,127.5
2013-05-15,127.6
2013-05-16,130.0
2013-05-17,129.0
2013-05-20,129.8
2013-05-21,129.0
2013-05-22,129.5
2013-05-23,128.4
2013-05-24,128.0
2013-05-27,128.5
2013-05-28,128.6
2013-05-29,129.2
2013-05-31,128.5
2013-06-03,128.0
2013-06-04,130.0
2013-06-05,128.0
2013-06-06,124.4
2013-06-07,127.5
2013-06-10,124.3
2013-06-11,124.0
2013-06-12,124.0
2013-06-13,124.5
2013-06-14,124.5
2013-06-17,123.0
2013-06-18,120.3
2013-06-19,120.3
2013-06-20,117.0
2013-06-21,117.5
2013-06-24,112.9
2013-06-25,117.5
2013-06-26,119.0
2013-06-27,118.0
2013-06-28,119.9
2013-07-01,115.0
2013-07-02,116.0
2013-07-03,119.3
2013-07-04,114.0
2013-07-05,114.1
2013-07-08,114.0
2013-07-10,114.0
2013-07-11,114.0
2013-07-12,113.5
2013-07-15,113.5
2013-07-16,113.95
2013-07-17,113.6
2013-07-18,113.05
2013-07-19,113.7
2013-07-22,114.0
2013-07-23,117.0
2013-07-24,116.1
2013-07-25,118.8
2013-07-26,118.9
2013-07-29,118.5
2013-07-30,118.5
2013-07-31,116.0
2013-08-01,117.2
2013-08-02,116.2
2013-08-05,118.8
2013-08-06,118.0
2013-08-07,116.75
2013-08-08,118.5
2013-08-09,118.5
2013-08-12,117.95
2013-08-13,118.6
2013-08-14,118.5
2013-08-15,119.0
2013-08-16,117.6
2013-08-19,118.0
2013-08-20,117.5
2013-08-21,115.51
2013-08-22,115.5
2013-08-23,114.5
2013-08-26,114.5
2013-08-27,113.0
2013-08-28,113.9
2013-08-29,113.0
2013-08-30,113.0
2013-09-02,112.5
2013-09-03,112.0
2013-09-04,111.9
2013-09-05,112.3
2013-09-06,112.0
2013-09-09,111.5
2013-09-10,110.0
2013-09-11,111.0
2013-09-12,109.5
2013-09-13,109.5
2013-09-16,110.0
2013-09-17,110.0
2013-09-18,109.0
2013-09-19,109.9
2013-09-20,110.0
2013-09-23,110.0
2013-09-24,110.0
2013-09-25,110.0
2013-09-26,112.5
2013-09-27,113.5
2013-09-30,113.5
2013-10-01,115.0
2013-10-02,115.0
2013-10-03,115.0
2013-10-04,115.0
2013-10-07,114.6
2013-10-08,114.2
2013-10-09,115.0
2013-10-10,114.0
2013-10-11,116.0
2013-10-14,116.0
2013-10-15,116.8
2013-10-16,116.8
2013-10-17,116.0
2013-10-18,115.9
2013-10-21,116.0
2013-10-22,116.0
2013-10-23,116.1
2013-10-24,116.9
2013-10-25,118.0
2013-10-28,116.0
2013-10-29,118.0
2013-10-30,117.6
2013-10-31,118.0
2013-11-01,117.0
2013-11-04,117.5
2013-11-05,117.0
2013-11-06,116.7
2013-11-07,116.5
2013-11-08,116.5
2013-11-11,114.0
2013-11-12,114.0
2013-11-13,114.5
2013-11-14,112.9
2013-11-18,113.0
2013-11-19,112.9
2013-11-21,112.9
2013-11-22,112.9
2013-11-25,111.0
2013-11-26,110.0
2013-11-27,109.0
2013-11-28,108.0
2013-11-29,108.5
2013-12-02,110.0
2013-12-03,109.9
2013-12-04,108.0
2013-12-05,108.05
2013-12-06,106.5
2013-12-09,105.9
2013-12-10,105.1
2013-12-11,105.5
2013-12-12,104.4
2013-12-13,106.5
2013-12-16,105.0
2013-12-17,106.5
2013-12-18,104.5
2013-12-19,105.7
2013-12-20,108.0
2013-12-23,107.0
2013-12-26,105.5
2013-12-27,108.0
2013-12-30,108.0
2014-01-02,113.79
2014-01-03,109.0
2014-01-06,111.0
2014-01-07,110.0
2014-01-08,107.07
2014-01-09,108.0
2014-01-10,107.8
2014-01-13,109.99
2014-01-14,107.0
2014-01-15,107.9
2014-01-16,104.4
2014-01-17,105.5
2014-01-20,106.99
2014-01-21,106.0
2014-01-22,105.2
2014-01-23,106.01
2014-01-24,106.0
2014-01-27,106.5
2014-01-28,104.0
2014-01-29,103.9
2014-01-30,103.0
2014-01-31,103.9
2014-02-03,103.3
2014-02-04,100.0
2014-02-05,99.8
2014-02-06,99.0
2014-02-07,96.8
2014-02-10,96.0
2014-02-11,97.79
2014-02-12,97.79
2014-02-13,98.0
2014-02-14,97.8
2014-02-17,98.9
2014-02-18,98.9
2014-02-19,98.7
2014-02-20,98.8
2014-02-21,105.0
2014-02-24,103.0
2014-02-25,101.0
2014-02-26,104.7
2014-02-27,107.5
2014-02-28,108.95
2014-03-05,110.0
2014-03-06,112.0
2014-03-07,110.5
2014-03-10,110.0
2014-03-11,112.5
2014-03-12,112.5
2014-03-13,114.0
2014-03-14,113.0
2014-03-17,113.5
2014-03-18,114.0
2014-03-19,114.6
2014-03-20,114.8
2014-03-21,114.9
2014-03-24,112.6
2014-03-25,114.0
2014-03-26,112.5
2014-03-27,113.0
2014-03-28,112.7
2014-03-31,112.6
2014-04-01,112.7
2014-04-02,112.0
2014-04-03,111.8
2014-04-04,111.8
2014-04-07,111.79
2014-04-08,111.7
2014-04-09,111.5
2014-04-10,111.5
2014-04-11,112.2
2014-04-14,112.5
2014-04-15,112.5
2014-04-16,111.5
2014-04-17,111.9
2014-04-22,111.5
2014-04-23,111.2
2014-04-24,110.0
2014-04-25,111.0
2014-04-28,111.0
2014-04-29,111.0
2014-04-30,111.9
2014-05-02,111.4
2014-05-05,110.91
2014-05-06,110.68
2014-05-07,111.0
2014-05-08,111.0
2014-05-09,110.86
2014-05-12,111.0
2014-05-13,111.2
2014-05-14,111.4
2014-05-15,111.4
2014-05-16,111.3
2014-05-19,111.0
2014-05-20,111.0
2014-05-21,111.0
2014-05-22,111.0
2014-05-23,111.0
2014-05-26,111.4
2014-05-27,112.0
2014-05-28,113.0
2014-05-29,112.94
2014-05-30,113.3
2014-06-02,111.0
2014-06-03,111.0
2014-06-04,111.0
2014-06-05,111.0
2014-06-06,110.8
2014-06-09,110.8
2014-06-10,110.11
2014-06-11,108.6
2014-06-13,108.8
2014-06-16,109.5
2014-06-17,110.0
2014-06-18,109.3
2014-06-20,107.3
2014-06-23,109.0
2014-06-24,109.68
2014-06-25,110.0
2014-06-26,109.5
2014-06-27,110.0
2014-06-30,109.8
2014-07-01,108.01
2014-07-02,107.8
2014-07-03,108.0
2014-07-04,108.0
2014-07-07,108.0
2014-07-08,108.0
2014-07-10,108.0
2014-07-11,108.0
2014-07-14,108.0
2014-07-15,108.2
2014-07-16,109.8
2014-07-17,110.0
2014-07-18,109.5
2014-07-21,109.5
2014-07-22,110.0
2014-07-23,110.2
2014-07-24,113.0
2014-07-25,115.8
2014-07-28,115.0
2014-07-29,116.0
2014-07-30,115.8
2014-07-31,115.99
2014-08-01,113.5
2014-08-04,114.0
2014-08-05,113.9
2014-08-06,112.2
2014-08-07,112.51
2014-08-08,111.0
2014-08-11,113.89
2014-08-12,113.8
2014-08-13,113.89
2014-08-14,110.1
2014-08-15,110.0
2014-08-18,111.0
2014-08-19,111.11
2014-08-20,111.8
2014-08-21,110.0
2014-08-22,110.1
2014-08-25,111.75
2014-08-26,110.11
2014-08-27,111.8
2014-08-28,111.5
2014-08-29,113.5
2014-09-01,113.0
2014-09-02,113.0
2014-09-03,112.7
2014-09-04,113.0
2014-09-05,112.95
2014-09-08,112.0
2014-09-09,112.4
2014-09-10,112.7
2014-09-11,112.7
2014-09-12,112.7
2014-09-15,112.72
2014-09-16,112.72
2014-09-17,112.78
2014-09-18,112.75
2014-09-19,113.0
2014-09-22,113.0
2014-09-23,113.0
2014-09-24,113.0
2014-09-25,113.0
2014-09-26,112.8
2014-09-29,112.85
2014-09-30,113.0
2014-10-01,112.85
2014-10-02,114.9
2014-10-03,113.9
2014-10-06,112.5
2014-10-07,111.5
2014-10-08,112.5
2014-10-09,112.6
2014-10-10,112.89
2014-10-13,113.0
2014-10-14,113.0
2014-10-15,112.0
2014-10-16,111.0
2014-10-20,111.2
2014-10-21,110.3
2014-10-22,109.8
2014-10-23,108.0
2014-10-24,109.5
2014-10-27,108.15
2014-10-28,109.0
2014-10-29,110.3
2014-10-30,107.5
2014-10-31,108.0
2014-11-03,109.0
2014-11-04,109.0
2014-11-05,109.0
2014-11-06,109.0
2014-11-07,109.0
2014-11-10,109.0
2014-11-11,108.9
2014-11-12,109.0
2014-11-13,107.5
2014-11-14,107.0
2014-11-17,106.6
2014-11-18,105.47
2014-11-19,105.6
2014-11-21,107.0
2014-11-24,106.2
2014-11-25,106.5
2014-11-26,105.0
2014-11-27,105.0
2014-11-28,105.0
2014-12-01,104.8
2014-12-02,101.5
2014-12-03,101.0
2014-12-04,101.7
2014-12-05,101.5
2014-12-08,103.7
2014-12-09,105.99
2014-12-10,104.5
2014-12-11,105.5
2014-12-12,103.5
2014-12-15,103.55
2014-12-16,104.5
2014-12-17,104.75
2014-12-18,103.7
2014-12-19,104.9
2014-12-22,105.0
2014-12-23,105.8
2014-12-26,106.0
2014-12-29,109.45
2014-12-30,109.1
2015-01-02,109.1
2015-01-05,111.0
2015-01-06,110.0
2015-01-07,109.0
2015-01-08,108.5
2015-01-09,110.0
2015-01-12,109.0
2015-01-13,109.5
2015-01-14,109.6
2015-01-15,109.6
2015-01-16,109.65
2015-01-19,109.6
2015-01-20,109.0
2015-01-21,108.52
2015-01-22,109.0
2015-01-23,109.0
2015-01-26,108.5
2015-01-27,108.1
2015-01-28,108.0
2015-01-29,107.0
2015-01-30,107.0
2015-02-02,105.0
2015-02-03,104.46
2015-02-04,102.5
2015-02-05,102.0
2015-02-06,103.7
2015-02-09,103.5
2015-02-10,103.5
2015-02-11,103.5
2015-02-12,104.0
2015-02-13,104.0
2015-02-18,104.0
2015-02-19,104.0
2015-02-20,103.5
2015-02-23,102.6
2015-02-24,103.5
2015-02-25,103.0
2015-02-26,103.0
2015-02-27,102.9
2015-03-02,102.0
2015-03-03,102.0
2015-03-04,102.01
2015-03-05,102.0
2015-03-06,102.0
2015-03-09,101.9
2015-03-10,101.0
2015-03-11,101.0
2015-03-12,100.99
2015-03-13,99.2
2015-03-16,97.7
2015-03-17,97.0
2015-03-18,100.4
2015-03-19,100.8
2015-03-20,100.2
2015-03-23,100.75
2015-03-24,99.6
2015-03-25,99.6
2015-03-26,100.0
2015-03-27,100.8
2015-03-30,100.79
2015-03-31,101.6
2015-04-01,102.0
2015-04-02,101.0
2015-04-06,100.99
2015-04-07,101.5
2015-04-08,101.51
2015-04-09,101.1
2015-04-10,101.9
2015-04-13,102.0
2015-04-14,102.0
2015-04-15,104.9
2015-04-16,106.0
2015-04-17,106.0
2015-04-20,106.5
2015-04-22,106.95
2015-04-23,107.0
2015-04-24,107.0
2015-04-27,110.0
2015-04-28,110.9
2015-04-29,110.0
2015-04-30,113.8
2015-05-04,111.5
2015-05-05,110.1
2015-05-06,111.0
2015-05-07,112.0
2015-05-08,111.18
2015-05-11,112.0
2015-05-12,111.3
2015-05-13,110.0
2015-05-14,110.0
2015-05-15,109.1
2015-05-18,110.0
2015-05-19,109.5
2015-05-20,111.1
2015-05-21,111.95
2015-05-22,112.0
2015-05-25,111.8
2015-05-26,111.1
2015-05-27,112.0
2015-05-28,112.99
2015-05-29,113.1
2015-06-01,112.0
2015-06-02,111.5
2015-06-03,112.58
2015-06-05,112.2
2015-06-08,112.4
2015-06-09,111.5
2015-06-10,110.9
2015-06-11,111.3
2015-06-12,110.08
2015-06-15,111.0
2015-06-16,111.1
2015-06-17,110.9
2015-06-18,111.4
2015-06-19,111.4
2015-06-22,111.18
2015-06-23,111.1
2015-06-24,111.2
2015-06-25,111.0
2015-06-26,111.2
2015-06-29,114.5
2015-06-30,113.0
2015-07-01,111.5
2015-07-02,112.0
2015-07-03,111.8
2015-07-06,112.43
2015-07-07,112.1
2015-07-08,113.0
2015-07-10,113.0
2015-07-13,113.0
2015-07-14,112.8
2015-07-15,113.0
2015-07-16,113.9
2015-07-17,112.0
2015-07-20,111.8
2015-07-21,111.9
2015-07-22,112.5
2015-07-23,114.1
2015-07-24,113.0
2015-07-27,113.2
2015-07-28,113.0
2015-07-29,113.5
2015-07-30,112.0
2015-07-31,112.51
2015-08-03,112.5
2015-08-04,113.0
2015-08-05,111.9
2015-08-06,111.5
2015-08-07,111.0
2015-08-10,111.5
2015-08-11,111.5
2015-08-12,112.62
2015-08-13,112.29
2015-08-14,112.1
2015-08-17,111.7
2015-08-18,112.0
2015-08-19,111.7
2015-08-20,112.0
2015-08-21,111.21
2015-08-24,111.0
2015-08-25,110.2
2015-08-26,111.0
2015-08-27,112.6
2015-08-28,113.0
2015-08-31,110.9
2015-09-01,104.0
2015-09-02,106.5
2015-09-03,107.01
2015-09-04,106.5
2015-09-08,106.5
2015-09-09,102.0
2015-09-10,100.0
2015-09-11,104.0
2015-09-14,103.5
2015-09-15,103.0
2015-09-16,102.5
2015-09-17,102.5
2015-09-18,102.5
2015-09-21,102.5
2015-09-22,102.0
2015-09-23,102.0
2015-09-24,101.0
2015-09-25,101.0
2015-09-28,100.5
2015-09-29,100.9
2015-09-30,101.0
2015-10-01,100.9
2015-10-02,100.0
2015-10-05,100.3
2015-10-06,100.0
2015-10-07,99.8
2015-10-08,99.8
2015-10-09,99.05
2015-10-13,98.0
2015-10-14,98.0
2015-10-15,99.05
2015-10-16,100.0
2015-10-19,98.3
2015-10-20,100.88
2015-10-21,102.0
2015-10-22,100.8
2015-10-23,100.0
2015-10-26,100.0
2015-10-27,100.0
2015-10-28,100.6
2015-10-29,100.6
2015-10-30,103.7
2015-11-03,99.2
2015-11-04,99.51
2015-11-05,99.5
2015-11-06,98.7
2015-11-09,99.69
2015-11-10,100.5
2015-11-11,100.0
2015-11-12,101.0
2015-11-13,102.0
2015-11-16,102.7
2015-11-17,103.57
2015-11-18,102.0
2015-11-19,103.0
2015-11-23,104.03
2015-11-24,100.01
2015-11-25,103.0
2015-11-26,104.5
2015-11-27,102.5
2015-11-30,105.0
2015-12-01,98.52
2015-12-02,105.0
2015-12-03,103.0
2015-12-04,104.9
2015-12-07,103.7
2015-12-08,100.0
2015-12-09,102.9
2015-12-10,101.0
2015-12-11,103.0
2015-12-14,102.0
2015-12-15,102.0
2015-12-16,98.56
2015-12-17,99.51
2015-12-18,98.12
2015-12-21,98.0
2015-12-22,100.0
2015-12-23,97.01
2015-12-28,99.89
2015-12-29,99.9
2015-12-30,99.59
2016-01-04,99.89
2016-01-05,97.52
2016-01-06,100.0
2016-01-07,100.0
2016-01-08,99.0
2016-01-11,99.0
2016-01-12,99.0
2016-01-13,99.1
2016-01-14,99.0
2016-01-15,99.5
2016-01-18,99.1
2016-01-19,99.0
2016-01-20,97.0
2016-01-21,97.5
2016-01-22,96.8
2016-01-26,91.8
2016-01-27,89.01
2016-01-28,90.0
2016-01-29,90.0
2016-02-01,88.8
2016-02-02,88.5
2016-02-03,88.5
2016-02-04,87.0
2016-02-05,87.0
2016-02-10,87.0
2016-02-11,86.5
2016-02-12,88.0
2016-02-15,88.0
2016-02-16,88.95
2016-02-17,90.5
2016-02-18,89.2
2016-02-19,90.0
2016-02-22,88.5
2016-02-23,87.5
2016-02-24,88.0
2016-02-25,88.0
2016-02-26,88.0
2016-02-29,88.0
2016-03-01,87.68
2016-03-02,87.5
2016-03-03,88.5
2016-03-04,89.3
2016-03-07,91.5
2016-03-08,91.6
2016-03-09,92.0
2016-03-10,93.5
2016-03-11,95.5
2016-03-14,96.0
2016-03-15,97.0
2016-03-16,96.0
2016-03-17,98.9
2016-03-18,100.0
2016-03-21,99.9
2016-03-22,100.5
2016-03-23,101.7
2016-03-24,101.7
2016-03-28,101.7
2016-03-29,100.0
2016-03-30,101.0
2016-03-31,101.7
2016-04-01,101.0
2016-04-04,100.0
2016-04-05,99.9
2016-04-06,100.5
2016-04-07,99.0
2016-04-08,99.5
2016-04-11,99.5
2016-04-12,99.5
2016-04-13,100.3
2016-04-14,99.8
2016-04-15,102.0
2016-04-18,105.0
2016-04-19,102.0
2016-04-20,103.0
2016-04-22,101.02
2016-04-25,102.0
2016-04-26,103.0
2016-04-27,104.0
2016-04-28,103.5
2016-04-29,102.0
2016-05-02,101.5
2016-05-03,102.0
2016-05-04,102.12
2016-05-05,108.0
2016-05-06,108.8
2016-05-09,105.0
2016-05-10,104.7
2016-05-11,105.5
2016-05-12,107.0
2016-05-13,107.8
2016-05-16,108.6
2016-05-17,109.9
2016-05-18,109.8
2016-05-19,109.5
2016-05-20,108.35
2016-05-23,108.5
2016-05-24,107.0
2016-05-25,107.0
2016-05-27,107.0
2016-05-30,108.0
2016-05-31,106.3
2016-06-01,106.3
2016-06-02,104.4
2016-06-03,104.0
2016-06-06,104.4
2016-06-07,104.4
2016-06-08,103.98
2016-06-09,105.0
2016-06-10,107.0
2016-06-13,106.0
2016-06-14,105.31
2016-06-15,106.0
2016-06-16,106.7
2016-06-17,106.7
2016-06-20,106.7
2016-06-21,106.5
2016-06-22,106.0
2016-06-23,106.0
2016-06-24,106.5
2016-06-27,105.7
2016-06-28,105.5
2016-06-29,106.0
2016-06-30,107.0
2016-07-01,107.0
2016-07-04,105.5
2016-07-05,106.4
2016-07-06,105.4
2016-07-07,105.0
2016-07-08,105.0
2016-07-11,105.5
2016-07-12,105.5
2016-07-13,105.1
2016-07-14,106.5
2016-07-15,107.5
2016-07-18,111.8
2016-07-19,114.7
2016-07-20,114.0
2016-07-21,113.9
2016-07-22,115.5
2016-07-25,117.8
2016-07-26,119.5
2016-07-27,119.5
2016-07-28,119.0
2016-07-29,118.8
2016-08-01,117.0
2016-08-02,119.9
2016-08-03,118.3
2016-08-04,118.0
2016-08-05,117.0
2016-08-08,118.8
2016-08-09,118.8
2016-08-10,119.7
2016-08-11,117.3
2016-08-12,116.0
2016-08-15,116.5
2016-08-16,117.1
2016-08-17,117.18
2016-08-18,117.18
2016-08-19,117.18
2016-08-22,115.1
2016-08-23,117.0
2016-08-24,117.0
2016-08-25,117.0
2016-08-26,117.0
2016-08-29,116.5
2016-08-30,116.0
2016-08-31,115.7
2016-09-01,114.28
2016-09-02,113.9
2016-09-05,113.9
2016-09-06,114.0
2016-09-08,114.0
2016-09-09,113.5
2016-09-12,113.8
2016-09-13,113.5
2016-09-14,112.11
2016-09-15,113.0
2016-09-16,113.09
2016-09-19,113.78
2016-09-20,113.95
2016-09-21,113.2
2016-09-22,115.0
2016-09-23,118.0
2016-09-26,116.0
2016-09-27,116.0
2016-09-28,117.0
2016-09-29,116.9
2016-09-30,116.0
2016-10-03,115.3
2016-10-04,116.0
2016-10-05,116.5
2016-10-06,116.5
2016-10-07,116.3
2016-10-10,114.5
2016-10-11,115.5
2016-10-13,115.2
2016-10-14,115.0
2016-10-17,114.5
2016-10-18,115.5
2016-10-19,114.5
2016-10-20,115.4
2016-10-21,115.5
2016-10-24,115.5
2016-10-25,115.5
2016-10-26,115.5
2016-10-27,115.5
2016-10-28,115.5
2016-10-31,114.5
2016-11-01,113.55
2016-11-03,114.5
2016-11-04,116.0
2016-11-07,118.6
2016-11-08,115.0
2016-11-09,113.5
2016-11-10,115.0
2016-11-11,112.01
2016-11-14,113.5
2016-11-16,112.9
2016-11-17,112.98
2016-11-18,111.0
2016-11-21,111.8
2016-11-22,111.2
2016-11-23,112.6
2016-11-24,113.42
2016-11-25,112.1
2016-11-28,111.5
2016-11-29,110.0
2016-11-30,110.1
2016-12-01,111.1
2016-12-02,111.2
2016-12-05,110.0
2016-12-06,109.1
2016-12-07,108.7
2016-12-08,108.1
2016-12-09,109.5
2016-12-12,110.0
2016-12-13,110.6
2016-12-14,110.4
2016-12-15,110.0
2016-12-16,112.1
2016-12-19,110.0
2016-12-20,109.3
2016-12-21,109.3
2016-12-22,108.2
2016-12-23,109.3
2016-12-26,110.0
2016-12-27,109.95
2016-12-28,109.95
2016-12-29,110.0
2017-01-02,110.0
2017-01-03,110.0
2017-01-04,110.0
2017-01-05,110.0
2017-01-06,110.0
2017-01-09,110.0
2017-01-10,110.0
2017-01-11,109.61
2017-01-12,111.0
2017-01-13,110.5
2017-01-16,112.0
2017-01-17,112.2
2017-01-18,112.2
2017-01-19,116.0
2017-01-20,113.59
2017-01-23,114.0
2017-01-24,115.75
2017-01-26,115.7
2017-01-27,118.4
2017-01-30,119.3
2017-01-31,119.65
2017-02-01,122.0
2017-02-02,126.0
2017-02-03,126.5
2017-02-06,125.1
2017-02-07,128.0
2017-02-08,128.0
2017-02-09,127.6
2017-02-10,128.0
2017-02-13,128.0
2017-02-14,128.0
2017-02-15,129.3
2017-02-16,129.3
2017-02-17,129.3
2017-02-20,128.8
2017-02-21,128.7
2017-02-22,129.3
2017-02-23,131.5
2017-02-24,135.0
2017-03-01,139.0
2017-03-02,138.9
2017-03-03,138.5
2017-03-06,134.0
2017-03-07,130.4
2017-03-08,130.58
2017-03-09,130.5
2017-03-10,133.0
2017-03-13,128.5
2017-03-14,128.5
2017-03-15,128.5
2017-03-16,124.3
2017-03-17,124.0
2017-03-20,123.3
2017-03-21,120.3
2017-03-22,119.0
2017-03-23,116.0
2017-03-24,113.0
2017-03-27,112.3
2017-03-28,113.5
2017-03-29,120.0
2017-03-30,120.0
2017-03-31,119.32
2017-04-03,121.5
2017-04-04,122.2
2017-04-05,123.98
2017-04-06,128.3
2017-04-07,126.8
2017-04-10,126.5
2017-04-11,128.4
2017-04-12,124.9
2017-04-13,125.5
2017-04-17,125.5
2017-04-18,125.5
2017-04-19,127.0
2017-04-20,125.8
2017-04-24,126.45
2017-04-25,126.49
2017-04-26,123.5
2017-04-27,122.9
2017-04-28,123.4
2017-05-02,124.87
2017-05-03,123.0
2017-05-04,124.85
2017-05-05,124.99
2017-05-08,124.98
2017-05-09,124.4
2017-05-10,122.5
2017-05-11,122.6
2017-05-12,124.99
2017-05-15,128.08
2017-05-16,129.0
2017-05-17,128.5
2017-05-18,123.01
2017-05-19,125.0
2017-05-22,124.3
2017-05-23,124.5
2017-05-24,124.5
2017-05-25,124.45
2017-05-26,124.5
2017-05-29,124.22
2017-05-30,124.9
2017-05-31,125.5
2017-06-01,126.4
2017-06-02,125.0
2017-06-05,123.5
2017-06-06,123.7
2017-06-07,122.6
2017-06-08,121.6
2017-06-09,122.8
2017-06-12,121.9
2017-06-13,122.0
2017-06-14,124.9
2017-06-16,124.2
2017-06-19,125.4
2017-06-20,124.6
2017-06-21,125.2
2017-06-22,124.8
2017-06-23,124.5
2017-06-26,124.0
2017-06-27,124.2
2017-06-28,124.0
2017-06-29,122.56
2017-06-30,124.5
2017-07-03,122.9
2017-07-04,124.86
2017-07-05,124.85
2017-07-06,123.6
2017-07-07,122.4
2017-07-10,123.9
2017-07-11,124.3
2017-07-12,124.5
2017-07-13,123.9
2017-07-14,123.6
2017-07-17,124.42
2017-07-18,128.0
2017-07-19,126.0
2017-07-20,125.0
2017-07-21,124.0
2017-07-24,122.62
2017-07-25,123.5
2017-07-26,123.8
2017-07-27,123.8
2017-07-28,123.8
2017-07-31,123.8
2017-08-01,122.0
2017-08-02,124.58
2017-08-03,122.66
2017-08-04,121.01
2017-08-07,123.7
2017-08-08,125.8
2017-08-09,123.2
2017-08-10,123.2
2017-08-11,123.65
2017-08-14,124.0
2017-08-15,123.0
2017-08-16,127.0
2017-08-17,125.2
2017-08-18,125.6
2017-08-21,127.4
2017-08-22,126.13
2017-08-23,126.2
2017-08-24,127.0
2017-08-25,125.5
2017-08-28,127.5
2017-08-29,125.11
2017-08-30,126.0
2017-08-31,125.1
2017-09-01,126.7
2017-09-04,124.5
2017-09-05,124.52
2017-09-06,126.42
2017-09-08,126.4
2017-09-11,138.5
2017-09-12,130.5
2017-09-13,131.0
2017-09-14,129.0
2017-09-15,129.0
2017-09-18,130.0
2017-09-19,130.11
2017-09-20,132.5
2017-09-21,131.21
2017-09-22,130.0
2017-09-25,130.0
2017-09-26,130.45
2017-09-27,130.0
2017-09-28,132.2
2017-09-29,130.43
2017-10-02,129.52
2017-10-03,129.9
2017-10-04,130.6
2017-10-05,132.9
2017-10-06,132.8
2017-10-09,131.8
2017-10-10,131.21
2017-10-11,130.01
2017-10-13,131.6
2017-10-16,131.7
2017-10-17,131.5
2017-10-18,131.8
