datneg,preult
2022-05-05,134.04
2022-05-06,132.8
2022-05-09,132.5
2022-05-10,131.84
2022-05-11,131.8
2022-05-12,130.52
2022-05-13,131.35
2022-05-16,131.03
2022-05-17,131.04
2022-05-18,131.21
2022-05-19,131.38
2022-05-20,130.76
2022-05-23,132.0
2022-05-24,132.18
2022-05-25,132.0
2022-05-26,131.7
2022-05-27,131.53
2022-05-30,132.42
2022-05-31,132.6
2022-06-01,132.2
2022-06-02,132.0
2022-06-03,132.44
2022-06-06,133.5
2022-06-07,132.8
2022-06-08,133.2
2022-06-09,132.28
2022-06-10,132.93
2022-06-13,131.75
2022-06-14,131.08
2022-06-15,131.64
2022-06-17,132.0
2022-06-20,131.11
2022-06-21,131.06
2022-06-22,131.12
2022-06-23,131.15
2022-06-24,131.0
2022-06-27,131.12
2022-06-28,131.09
2022-06-29,131.0
2022-06-30,131.48
2022-07-01,130.63
2022-07-04,130.96
2022-07-05,130.15
2022-07-06,130.24
2022-07-07,130.57
2022-07-08,130.3
2022-07-11,130.0
2022-07-12,129.9
2022-07-13,130.38
2022-07-14,130.53
2022-07-15,132.4
2022-07-18,132.75
2022-07-19,133.1
2022-07-20,133.61
2022-07-21,133.16
2022-07-22,133.09
2022-07-25,134.0
2022-07-26,134.38
2022-07-27,134.35
2022-07-28,136.0
2022-07-29,136.6
2022-08-01,138.99
2022-08-02,138.86
2022-08-03,138.5
2022-08-04,138.44
2022-08-05,139.0
2022-08-08,139.27
2022-08-09,141.37
2022-08-10,143.0
2022-08-11,146.89
2022-08-12,147.55
2022-08-15,149.68
2022-08-16,148.48
2022-08-17,148.45
2022-08-18,148.38
2022-08-19,148.35
2022-08-22,148.6
2022-08-23,148.3
2022-08-24,148.49
2022-08-25,150.96
2022-08-26,152.34
2022-08-29,153.18
2022-08-30,153.7
2022-08-31,153.92
2022-09-01,152.59
2022-09-02,151.84
2022-09-05,152.9
2022-09-06,151.6
2022-09-08,151.88
2022-09-09,152.4
2022-09-12,152.01
2022-09-13,151.36
2022-09-14,150.62
2022-09-15,148.91
2022-09-16,154.75
2022-09-19,153.6
2022-09-20,153.99
2022-09-21,153.19
2022-09-22,152.25
2022-09-23,152.34
2022-09-26,151.61
2022-09-27,151.75
2022-09-28,151.38
2022-09-29,151.69
2022-09-30,152.8
2022-10-03,151.05
2022-10-04,148.9
2022-10-05,149.62
2022-10-06,152.55
2022-10-07,151.45
2022-10-10,152.77
2022-10-11,152.34
2022-10-13,151.65
2022-10-14,152.12
2022-10-17,150.69
2022-10-18,150.45
2022-10-19,151.31
2022-10-20,151.2
2022-10-21,150.71
2022-10-24,149.25
2022-10-25,149.34
2022-10-26,149.21
2022-10-27,148.85
2022-10-28,149.22
2022-10-31,147.8
2022-11-01,145.4
2022-11-03,144.8
2022-11-04,144.51
2022-11-07,143.9
2022-11-08,144.17
2022-11-09,142.9
2022-11-10,140.08
2022-11-11,139.68
2022-11-14,140.19
2022-11-16,139.7
2022-11-17,136.6
2022-11-18,140.34
2022-11-21,139.78
2022-11-22,139.46
2022-11-23,137.65
2022-11-24,135.87
2022-11-25,135.94
2022-11-28,140.0
2022-11-29,141.75
2022-11-30,144.37
2022-12-01,142.1
2022-12-02,144.0
2022-12-05,143.5
2022-12-06,141.0
2022-12-07,140.0
2022-12-08,139.52
2022-12-09,139.18
2022-12-12,138.75
2022-12-13,137.81
2022-12-14,136.46
2022-12-15,136.6
2022-12-16,135.76
2022-12-19,136.5
2022-12-20,137.86
2022-12-21,139.75
2022-12-22,140.73
2022-12-23,140.94
2022-12-26,138.6
2022-12-27,137.8
2022-12-28,140.98
2022-12-29,140.2
2023-01-02,139.81
2023-01-03,139.0
2023-01-04,136.65
2023-01-05,137.32
