datneg,preult_tr
2011-11-21,132.28510702451894
2011-11-22,131.28672885829616
2011-11-23,132.7630540189873
2011-11-24,132.55063313255692
2011-11-25,132.7630540189873
2011-11-28,127.45253185822781
2011-11-29,132.7630540189873
2011-11-30,132.65684357577211
2011-12-01,132.44442268934174
2011-12-02,132.65804272593743
2011-12-05,132.44442268934174
2011-12-06,132.97847278083103
2011-12-07,132.55123270763957
2011-12-08,132.44442268934174
2011-12-09,132.97847278083103
2011-12-12,132.97847278083103
2011-12-13,131.91037259785244
2011-12-14,132.44442268934174
2011-12-15,132.65804272593743
2011-12-16,132.44442268934174
2011-12-19,132.44442268934174
2011-12-20,132.44442268934174
2011-12-21,134.04657296380958
2011-12-22,131.37632250636318
2011-12-23,132.7648527442353
2011-12-26,133.40571285402245
2011-12-27,133.40571285402245
2011-12-28,133.5125228723203
2011-12-29,133.93976294551172
2012-01-02,135.32829318338383
2012-01-03,134.25425911049985
2012-01-04,134.03945229592304
2012-01-05,135.00608296151864
2012-01-06,136.24122214533523
2012-01-09,134.79127614694184
2012-01-10,133.93204888863465
2012-01-11,135.65050340524905
2012-01-12,135.86531021982586
2012-01-13,134.79127614694184
2012-01-16,135.29607216119732
2012-01-17,134.89867955423023
2012-01-18,135.54309999796064
2012-01-19,135.86531021982586
2012-01-20,135.54309999796064
2012-01-23,134.25425911049985
2012-01-24,135.7471664718086
2012-01-26,135.65050340524905
2012-01-27,135.86531021982586
2012-01-30,134.79127614694184
2012-01-31,134.14685570321146
2012-02-01,135.00608296151864
2012-02-02,135.97812675884157
2012-02-03,135.76211702610314
2012-02-06,136.62615595705685
2012-02-07,136.08613162521078
2012-02-08,140.4063262799794
2012-02-09,139.32627761628723
2012-02-10,139.72589562185334
2012-02-13,143.64647227105584
2012-02-14,143.64647227105584
2012-02-15,143.64647227105584
2012-02-16,143.64647227105584
2012-02-17,143.97048687016348
2012-02-22,142.56642360736367
2012-02-23,142.56642360736367
2012-02-24,142.8256352866498
2012-02-27,145.05053553385565
2012-02-28,147.8586620594552
2012-02-29,146.02257933117855
2012-03-01,147.10262799487072
2012-03-02,146.99406516978223
2012-03-05,147.64544212031302
2012-03-06,141.5224987853236
2012-03-07,148.18825624575535
2012-03-08,147.97113059557844
2012-03-09,147.69972353285726
2012-03-12,145.47418561854371
2012-03-13,146.01699974398605
2012-03-14,147.64544212031302
2012-03-15,149.81669862208233
2012-03-16,151.44514099840933
2012-03-19,153.48612211007247
2012-03-20,152.7478948994709
2012-03-21,154.15921162562097
2012-03-22,152.54162553180282
2012-03-23,152.56333809682053
2012-03-26,153.18214619982476
2012-03-27,155.57052835177103
2012-03-28,157.30753355318646
2012-03-29,161.75860938181353
2012-03-30,156.88413853534144
2012-04-02,158.07832961131456
2012-04-03,157.08563566371745
2012-04-04,155.99476319383052
2012-04-05,158.16559940890554
2012-04-09,157.08563566371745
2012-04-10,152.72214578416975
2012-04-11,152.61305853718105
2012-04-12,152.28579679621498
2012-04-13,152.72214578416975
2012-04-16,153.92210550104537
2012-04-17,156.540199428774
2012-04-18,157.19472291070613
2012-04-19,159.26738060349132
2012-04-20,156.97654841672878
2012-04-23,154.9038907239436
2012-04-24,154.9038907239436
2012-04-25,154.9038907239436
2012-04-26,155.99476319383052
2012-04-27,155.99476319383052
2012-04-30,155.99476319383052
2012-05-02,155.88567594684181
2012-05-03,155.88567594684181
2012-05-04,158.95515479811579
2012-05-07,157.84794992676342
2012-05-08,160.48989422375277
2012-05-09,160.70914271312947
2012-05-10,161.3668881812596
2012-05-11,162.79200336220825
2012-05-14,163.8882458090918
2012-05-15,164.43636703253358
2012-05-16,164.43636703253358
2012-05-17,162.81392821114594
2012-05-18,164.32674278784523
2012-05-21,164.32674278784523
2012-05-22,163.34012458565002
2012-05-23,164.98448825597535
2012-05-24,164.43636703253358
2012-05-25,164.98448825597535
2012-05-28,164.43636703253358
2012-05-29,168.3828398413144
2012-05-30,169.80795502226303
2012-05-31,170.90419746914657
2012-06-01,171.67156718196506
2012-06-04,175.08517756210676
2012-06-05,172.33226596521828
2012-06-06,174.9750610982312
2012-06-08,173.5875936533994
2012-06-11,174.75482817048012
2012-06-12,174.6447117066046
2012-06-13,173.97300127696383
2012-06-14,173.98401292335137
2012-06-15,172.88284828459598
2012-06-18,173.8078265811505
2012-06-19,174.53459524272907
2012-06-20,174.53459524272907
2012-06-21,173.98401292335137
2012-06-22,177.28750683961752
2012-06-25,182.2427477140168
2012-06-26,189.9509001853045
2012-06-27,188.29915322717142
2012-06-28,183.82842479382452
2012-06-29,182.13263125014126
2012-07-02,186.31705687741172
2012-07-03,186.09590903542073
2012-07-04,185.76418727243424
2012-07-05,187.4227960873667
2012-07-06,187.97566569234417
2012-07-10,187.97566569234417
2012-07-11,190.1871441122541
2012-07-12,190.1871441122541
2012-07-13,189.08140490229914
2012-07-16,187.97566569234417
2012-07-17,191.18230940121356
2012-07-18,191.51403116420005
2012-07-19,194.05723134709646
2012-07-20,194.05723134709646
2012-07-23,210.09044989144348
2012-07-24,203.45601463171369
2012-07-25,201.46568405379472
2012-07-26,203.06900590822946
2012-07-27,202.5714232637497
2012-07-30,201.24453621180376
2012-07-31,200.69166660682626
2012-08-01,199.69650131786682
2012-08-02,199.241384222034
2012-08-03,195.92235954754582
2012-08-06,194.80121743342107
2012-08-07,191.26018441950225
2012-08-08,177.60667154451744
2012-08-09,183.15688003028362
2012-08-10,183.86730671646168
2012-08-13,183.71190087886023
2012-08-14,185.48796759430542
2012-08-15,187.59704681889656
2012-08-16,187.59704681889656
2012-08-17,188.7070885160498
2012-08-20,187.59704681889656
2012-08-21,183.71190087886023
2012-08-22,182.3243487574187
2012-08-23,179.8267549388239
2012-08-24,175.386588150211
2012-08-27,169.50336715529883
2012-08-28,173.72152560448114
2012-08-29,173.16650475590453
2012-08-30,169.50336715529883
2012-08-31,169.83637966444482
2012-09-03,176.7297386037664
2012-09-04,176.59594535013917
2012-09-05,173.37375782528343
2012-09-06,177.2760610560776
2012-09-10,178.3910048363045
2012-09-11,179.5059486165314
2012-09-12,185.08066751766592
2012-09-13,188.42549885834663
2012-09-14,184.1887124934844
2012-09-17,187.31055507811973
2012-09-18,187.86802696823318
2012-09-19,188.98297074846008
2012-09-20,191.77033019902734
2012-09-21,191.77033019902734
2012-09-24,192.88527397925424
2012-09-25,191.8260773880387
2012-09-26,194.55768964959458
2012-09-27,197.34504910016184
2012-09-28,196.23010531993495
2012-10-01,191.77033019902734
2012-10-02,195.68857979445406
2012-10-03,194.5690799100464
2012-10-04,192.77788009499417
2012-10-05,192.77788009499417
2012-10-08,194.22203494588007
2012-10-09,194.90492987536868
2012-10-10,195.01687986380944
2012-10-11,197.0319796557432
2012-10-15,197.05436965343137
2012-10-16,197.0319796557432
2012-10-17,195.50945981294882
2012-10-18,197.59172959794702
2012-10-19,197.59172959794702
2012-10-22,197.0319796557432
2012-10-23,195.29675483491135
2012-10-24,194.79297988692792
2012-10-25,185.28842586830714
2012-10-26,188.07598058048214
2012-10-29,186.39673075387068
2012-10-30,185.05333089258156
2012-10-31,188.07598058048214
2012-11-01,189.97913038397513
2012-11-05,189.41706195088645
2012-11-06,185.6287207118687
2012-11-07,185.48258291926567
2012-11-08,184.92051448617698
2012-11-09,185.48258291926567
2012-11-12,186.60671978544303
2012-11-13,186.60671978544303
2012-11-14,188.18051139809134
2012-11-16,188.85499351779777
2012-11-19,186.2694787255898
2012-11-21,185.48258291926567
2012-11-22,183.23430918691093
2012-11-23,183.23430918691093
2012-11-26,177.61362485602407
2012-11-27,182.67224075382225
2012-11-28,180.9860354545562
2012-11-29,183.23430918691093
2012-11-30,185.4713415506039
2012-12-03,185.03292817279473
2012-12-04,186.72633508102652
2012-12-05,186.26347052610984
2012-12-06,187.22306777410785
2012-12-07,187.40369784431923
2012-12-10,185.82318472996954
2012-12-11,189.09710475255102
2012-12-12,189.66157372196164
2012-12-13,189.66157372196164
2012-12-14,190.79051166078284
2012-12-17,190.90340545466495
2012-12-18,192.82259995066102
2012-12-19,196.43520135488885
2012-12-20,196.54809514877095
2012-12-21,200.95095311017363
2012-12-26,201.51542207958423
2012-12-27,202.07989104899482
2012-12-28,201.96699725511272
2013-01-02,202.30567863675907
2013-01-03,203.89238984175327
2013-01-04,200.8323039464073
2013-01-07,200.8323039464073
2013-01-08,202.87236120997127
2013-01-09,199.35892925605557
2013-01-10,198.9055831974858
2013-01-11,196.07217033142476
2013-01-14,195.3921512435701
2013-01-15,193.2387574653637
2013-01-16,192.6720748921515
2013-01-17,193.8054400385759
2013-01-18,192.6720748921515
2013-01-21,192.6720748921515
2013-01-22,192.1053923189393
2013-01-23,192.6720748921515
2013-01-24,194.14544958250326
2013-01-28,193.4654304946486
2013-01-29,194.93880518500032
2013-01-30,195.50548775821255
2013-01-31,194.598795641073
2013-02-01,201.73899606354686
2013-02-04,202.1923421221166
2013-02-05,197.98237213983282
2013-02-06,197.98237213983282
2013-02-07,199.00641889228024
2013-02-08,199.12020186477437
2013-02-13,199.68911672724516
2013-02-14,199.23398483726854
2013-02-15,199.8028996997393
2013-02-18,200.25803158971596
2013-02-19,196.9583253873854
2013-02-20,197.98237213983282
2013-02-21,197.98237213983282
2013-02-22,197.52724024985616
2013-02-25,197.98237213983282
2013-02-26,195.70671268994968
2013-02-27,194.81920550449524
2013-02-28,196.84454241489124
2013-03-01,196.73075944239707
2013-03-04,197.64472348161846
2013-03-05,199.7011425698665
2013-03-06,199.7011425698665
2013-03-07,199.91820902918158
2013-03-08,200.5008611041852
2013-03-11,198.4444420159371
2013-03-12,198.7757539801549
2013-03-13,198.5586875208398
2013-03-14,199.3584060551585
2013-03-15,199.0156695404505
2013-03-18,198.67293302574248
2013-03-19,197.0734959571051
2013-03-20,198.78717853064515
2013-03-21,198.33019651103447
2013-03-22,198.75290487917434
2013-03-25,197.98745999632646
2013-03-26,197.98745999632646
2013-03-27,197.64472348161846
2013-03-28,196.15953191788373
2013-04-01,201.30057963850385
2013-04-02,197.5727911266797
2013-04-03,199.12125712389897
2013-04-04,200.61237252862864
2013-04-05,198.43305001402373
2013-04-08,199.9241654187534
2013-04-09,199.58006186381579
2013-04-10,200.72707371360784
2013-04-11,200.95647608356623
2013-04-12,201.30057963850385
2013-04-15,201.75938437842066
2013-04-16,201.8740855633999
2013-04-17,199.58006186381579
2013-04-18,200.1535677887118
2013-04-19,202.3328903033167
2013-04-22,201.8740855633999
2013-04-23,203.0210974131919
2013-04-24,202.8949261097148
2013-04-25,202.9063962282127
2013-04-26,202.9637468207023
2013-04-29,201.51851188996434
2013-04-30,203.59460333808795
2013-05-02,201.1514680980309
2013-05-03,199.25109636964984
2013-05-06,200.17248872280433
2013-05-07,199.34323560496532
2013-05-08,201.09388107595876
2013-05-09,200.40283681109293
2013-05-10,201.03629405388662
2013-05-13,202.9481831866821
2013-05-14,200.97870703181445
2013-05-15,199.37778781820862
2013-05-16,199.76937956829923
2013-05-17,198.2145299723511
2013-05-20,199.8269665903714
2013-05-21,199.76937956829923
2013-05-22,195.79587504532066
2013-05-23,197.40831166334095
2013-05-24,197.51196830307083
2013-05-27,193.49239416243455
2013-05-28,194.98965673631054
2013-05-29,194.77082605243635
2013-05-31,195.79587504532066
2013-06-03,195.4964225305455
2013-06-04,190.8692882694675
2013-06-05,188.32436442587462
2013-06-06,192.026071834737
2013-06-07,191.10064498252137
2013-06-10,185.25888797791043
2013-06-11,164.263266268269
2013-06-12,178.83873919066468
2013-06-13,185.08537044311998
2013-06-14,179.3014526167725
2013-06-17,185.01596342920382
2013-06-18,178.27191524368266
2013-06-19,179.5328093298264
2013-06-20,171.31964601641295
2013-06-21,169.46879231198176
2013-06-24,164.37894462479593
2013-06-25,170.0471840946165
2013-06-26,173.17049972084413
2013-06-27,170.9726109468321
2013-06-28,171.08828930335906
2013-07-01,174.4429616426406
2013-07-02,166.8837666381262
2013-07-03,172.1170554874054
2013-07-04,167.465243176935
2013-07-05,168.6281962545526
2013-07-08,167.23265256141147
2013-07-10,165.13933702169976
2013-07-11,165.13933702169976
2013-07-12,163.97638394408216
2013-07-15,163.39490740527336
2013-07-16,163.39490740527336
2013-07-17,160.25493409570583
2013-07-18,162.01099324290843
2013-07-19,163.74379332855867
2013-07-22,165.83710886827032
2013-07-23,168.6281962545526
2013-07-24,169.55855871664667
2013-07-25,166.89539616890235
2013-07-26,169.7911493321702
2013-07-29,167.70946332323467
2013-07-30,168.0467197157438
2013-07-31,162.81343086646456
2013-08-01,162.58084025094104
2013-08-02,157.31743175360842
2013-08-05,160.24154758545987
2013-08-06,155.56296225449753
2013-08-07,153.22366958901637
2013-08-08,150.41651839043897
2013-08-09,157.78529028670465
2013-08-12,155.56296225449753
2013-08-13,155.44599762122348
2013-08-14,155.16528250136574
2013-08-15,159.18886588599335
2013-08-16,157.9022549199787
2013-08-19,152.17098788954985
2013-08-20,153.69152812211263
2013-08-21,152.0540232562758
2013-08-22,147.72633182513565
2013-08-23,143.88989185374652
2013-08-26,146.2057915925729
2013-08-27,147.14150865876533
2013-08-28,148.54508425805406
2013-08-29,153.22366958901637
2013-08-30,158.48707808634902
2013-09-02,162.38200037437517
2013-09-03,164.74730090885225
2013-09-04,165.68871405690285
2013-09-05,166.1594206309281
2013-09-06,167.571540353004
2013-09-09,165.10033083937122
2013-09-10,164.15891769132062
2013-09-11,164.74730090885225
2013-09-12,162.9821512562574
2013-09-13,157.68670229847285
2013-09-16,156.50993586340962
2013-09-17,154.21524131503634
2013-09-18,154.8624628543211
2013-09-19,156.274582576397
2013-09-20,153.09731320172625
2013-09-23,154.15640299328317
2013-09-24,155.6861993588654
2013-09-25,160.62861838613094
2013-09-26,157.92205558548548
2013-09-27,157.68670229847285
2013-09-30,159.09882202054874
2013-10-01,155.1566544630869
2013-10-02,156.81481718253977
2013-10-03,156.9332573767864
2013-10-04,156.9332573767864
2013-10-07,155.76069945374473
2013-10-08,155.76069945374473
2013-10-09,158.8283004847325
2013-10-10,156.34105640555322
2013-10-11,156.57793679404648
2013-10-14,158.70986029048586
2013-10-15,158.1176593192527
2013-10-16,157.52545834801955
2013-10-17,156.34105640555322
2013-10-18,155.74885543432006
2013-10-21,155.98573582281333
2013-10-22,156.57793679404648
2013-10-23,159.1836210674724
2013-10-24,159.1836210674724
2013-10-25,157.52545834801955
2013-10-28,156.45949659979985
2013-10-29,156.10417601705998
2013-10-30,157.2885779595263
2013-10-31,157.52545834801955
2013-11-01,156.1693181238956
2013-11-04,157.0038106634889
2013-11-05,154.97718592447654
2013-11-06,156.7653842236051
2013-11-07,155.57325202418608
2013-11-08,157.36145032331464
2013-11-11,156.4077445637794
2013-11-12,158.3151560828499
2013-11-13,156.2885313438375
2013-11-14,157.95751642302417
2013-11-18,155.89512771802922
2013-11-19,155.81167846406987
2013-11-21,156.7653842236051
2013-11-22,155.57325202418608
2013-11-25,154.0234801649413
2013-11-26,154.26190660482513
2013-11-27,154.73875948459275
2013-11-28,157.89790981305322
2013-11-29,157.12302388343085
2013-12-02,155.78783582008148
2013-12-03,156.0278787104052
2013-12-04,157.88821111041386
2013-12-05,156.0998915775023
2013-12-06,155.41576934007975
2013-12-09,152.42723535554967
2013-12-10,155.367760762015
2013-12-11,154.22755703297742
2013-12-12,152.42723535554967
2013-12-13,150.62691367812192
2013-12-16,150.86695656844563
2013-12-17,148.946613445856
2013-12-18,147.62637754907567
2013-12-19,152.42723535554967
2013-12-20,150.98697801360748
2013-12-23,147.02627032326643
2013-12-26,148.52653838778954
2013-12-27,150.98697801360748
2013-12-30,151.04698873618838
2014-01-02,149.16865311940543
2014-01-03,147.95983097094998
2014-01-06,146.2674799631123
2014-01-07,145.66306888888457
2014-01-08,143.84983566620136
2014-01-09,143.4871890216647
2014-01-10,134.79575777426987
2014-01-13,140.22336922083494
2014-01-14,141.4321913692904
2014-01-15,141.31130915444487
2014-01-16,138.41013599815173
2014-01-17,139.01454707237946
2014-01-20,137.80572492392398
2014-01-21,136.95954942000515
2014-01-22,135.62984505670414
2014-01-23,136.8386672051596
2014-01-24,135.32763951959026
2014-01-27,131.15720310741887
2014-01-28,133.57484740432983
2014-01-29,127.16809001751582
2014-01-30,128.49779438081683
2014-01-31,131.51984975195552
2014-02-03,127.0351195811857
2014-02-04,128.01043719793185
2014-02-05,127.52277838955877
2014-02-06,127.46182103851213
2014-02-07,127.52277838955877
2014-02-10,127.46182103851213
2014-02-11,127.88852249583859
2014-02-12,128.62001070839818
2014-02-13,131.91170766491643
2014-02-14,135.5691487277145
2014-02-17,138.37318687585966
2014-02-18,135.69106342980774
2014-02-19,137.64169866330005
2014-02-20,135.81297813190102
2014-02-21,141.42105442819138
2014-02-24,143.85934847005674
2014-02-25,145.91970693543297
2014-02-26,146.2976425119221
2014-02-27,148.24827774541438
2014-02-28,148.73593655378747
2014-03-05,150.4366466479886
2014-03-06,147.2437055762762
2014-03-07,147.36651100211128
2014-03-10,145.77004046625507
2014-03-11,147.36651100211128
2014-03-12,147.35423045952777
2014-03-13,150.4366466479886
2014-03-14,149.45420324130785
2014-03-17,150.41208556282157
2014-03-18,147.36651100211128
2014-03-19,149.20859238963766
2014-03-20,147.36651100211128
2014-03-21,150.1910357963184
2014-03-24,147.21914449110915
2014-03-25,144.29637535623397
2014-03-26,146.13845674376034
2014-03-27,147.98053813128675
2014-03-28,146.69108116001826
2014-03-31,145.64723504041996
2014-04-01,146.15687755763562
2014-04-02,146.65190508534988
2014-04-03,148.50825831427838
2014-04-04,147.51820325884987
2014-04-07,148.50825831427838
2014-04-08,148.26074455042124
2014-04-09,148.26074455042124
2014-04-10,147.27068949499272
2014-04-11,147.7038385817427
2014-04-14,147.88947390463554
2014-04-15,146.1692532458285
2014-04-16,145.41433626606423
2014-04-17,144.7955518564214
2014-04-22,144.7955518564214
2014-04-23,145.81035828823565
2014-04-24,148.02560647475696
2014-04-25,147.27068949499272
2014-04-28,147.332567935957
2014-04-29,147.27068949499272
2014-04-30,147.88947390463554
2014-05-02,148.89809249235336
2014-05-05,149.88326412609672
2014-05-06,150.02043992320023
2014-05-07,149.89573465310613
2014-05-08,147.15221871103597
2014-05-09,147.15221871103597
2014-05-12,147.77574506150646
2014-05-13,148.39927141197697
2014-05-14,147.52633452131826
2014-05-15,148.77338722225926
2014-05-16,148.64868195216516
2014-05-19,148.27456614188287
2014-05-20,148.14986087178875
2014-05-21,148.39927141197697
2014-05-22,147.90045033160055
2014-05-23,149.3595019917015
2014-05-26,148.36185983094873
2014-05-27,148.26209561487346
2014-05-28,148.39927141197697
2014-05-29,149.64632411291794
2014-05-30,149.64632411291794
2014-06-02,149.16620882305565
2014-06-03,147.1932438032393
2014-06-04,147.02987727293606
2014-06-05,149.54320850837087
2014-06-06,150.79987412608827
2014-06-09,149.94534150604042
2014-06-10,149.54320850837087
2014-06-11,149.50550853983935
2014-06-13,149.54320850837087
2014-06-16,148.92744235568935
2014-06-17,149.35470866571325
2014-06-18,149.54320850837087
2014-06-20,149.54320850837087
2014-06-23,149.5306418521937
2014-06-24,149.06567557363826
2014-06-25,148.4122094524252
2014-06-26,149.16620882305565
2014-06-27,149.41754194659913
2014-06-30,149.02797560510675
2014-07-01,150.30977453517846
2014-07-02,151.01896211407896
2014-07-03,151.7154856290705
2014-07-04,151.7154856290705
2014-07-07,151.3355637118024
2014-07-08,152.60197010269616
2014-07-10,151.99409503506715
2014-07-11,151.34822777571134
2014-07-14,151.9687669072493
2014-07-15,152.23471224933695
2014-07-16,150.06915732090866
2014-07-17,151.3355637118024
2014-07-18,150.48707142990358
2014-07-21,151.20892307271305
2014-07-22,151.46220435089177
2014-07-23,151.93077471552246
2014-07-24,151.9687669072493
2014-07-25,152.60197010269616
2014-07-28,152.1840559937012
2014-07-29,152.60197010269616
2014-07-30,151.9687669072493
2014-07-31,151.3355637118024
2014-08-01,150.60104800508404
2014-08-04,148.31650668365097
2014-08-05,148.04848786940465
2014-08-06,149.32476793724436
2014-08-07,147.0274638151329
2014-08-08,147.14232902123848
2014-08-11,152.5154681068436
2014-08-12,150.47341999830007
2014-08-13,148.20164147754542
2014-08-14,149.32476793724436
2014-08-15,151.1626112349335
2014-08-18,150.60104800508404
2014-08-19,151.22642523832548
2014-08-20,151.55825805596382
2014-08-21,151.49444405257182
2014-08-22,148.30374388297258
2014-08-25,150.3457919915161
2014-08-26,151.6220720593558
2014-08-27,152.5154681068436
2014-08-28,152.64309611362754
2014-08-29,150.79249001526
2014-09-01,153.62583176586412
2014-09-02,152.08249984356158
2014-09-03,151.76097235974856
2014-09-04,152.96991569888553
2014-09-05,152.90561020212292
2014-09-08,152.01819434679896
2014-09-09,152.2239719364393
2014-09-10,153.30430428205108
2014-09-11,152.6998326124826
2014-09-12,151.43944487593552
2014-09-15,152.98277679823806
2014-09-16,152.72555481118764
2014-09-17,152.95705459953302
2014-09-18,152.4040273273746
2014-09-19,152.7641381092452
2014-09-22,152.08249984356158
2014-09-23,152.01819434679896
2014-09-24,151.50375037269814
2014-09-25,151.3494171804679
2014-09-26,150.79638990830946
2014-09-29,151.0536118953599
2014-09-30,151.76097235974856
2014-10-01,152.41688842672713
2014-10-02,152.54650564624131
2014-10-03,151.66510855354488
2014-10-06,151.52252961207927
2014-10-07,152.6890845877069
2014-10-08,152.30023292916437
2014-10-09,151.00406073402254
2014-10-10,151.9761898803789
2014-10-13,152.10580709989307
2014-10-14,151.39291239256508
2014-10-15,153.3371706852778
