data,imab5
24-03-2008,1.534347473
25-03-2008,1.534363375
26-03-2008,1.534003855
27-03-2008,1.535533125
28-03-2008,1.537992594
31-03-2008,1.537530374
01-04-2008,1.540270292
02-04-2008,1.542613522
03-04-2008,1.546458608
04-04-2008,1.547190578
07-04-2008,1.545921444
08-04-2008,1.547535323
09-04-2008,1.550945950
10-04-2008,1.550723727
11-04-2008,1.550682094
14-04-2008,1.550531024
15-04-2008,1.550834656
16-04-2008,1.550363070
17-04-2008,1.552923519
18-04-2008,1.551440970
22-04-2008,1.547814083
23-04-2008,1.553663613
24-04-2008,1.554599276
25-04-2008,1.557033475
28-04-2008,1.555901475
29-04-2008,1.556536771
30-04-2008,1.565023343
02-05-2008,1.569600141
05-05-2008,1.568373801
06-05-2008,1.563668489
07-05-2008,1.559391072
08-05-2008,1.563318895
09-05-2008,1.561397958
12-05-2008,1.565736527
13-05-2008,1.567924826
14-05-2008,1.565167461
15-05-2008,1.565987252
16-05-2008,1.569340664
19-05-2008,1.568206968
20-05-2008,1.571019535
21-05-2008,1.569926214
23-05-2008,1.569779340
26-05-2008,1.568783500
27-05-2008,1.566780589
28-05-2008,1.567878372
29-05-2008,1.571714523
30-05-2008,1.573199877
02-06-2008,1.571540796
03-06-2008,1.573722514
04-06-2008,1.573700871
05-06-2008,1.573856972
06-06-2008,1.571051205
09-06-2008,1.566332211
10-06-2008,1.568482682
11-06-2008,1.572758894
12-06-2008,1.574954666
13-06-2008,1.575685779
16-06-2008,1.577815790
17-06-2008,1.578999108
18-06-2008,1.578797470
19-06-2008,1.579797832
20-06-2008,1.578075984
23-06-2008,1.578669689
24-06-2008,1.580324221
25-06-2008,1.584225904
26-06-2008,1.584232991
27-06-2008,1.585566112
30-06-2008,1.585869041
01-07-2008,1.585549127
02-07-2008,1.584520189
03-07-2008,1.585557141
04-07-2008,1.585628735
07-07-2008,1.590876065
08-07-2008,1.592582839
09-07-2008,1.593661377
10-07-2008,1.592281618
11-07-2008,1.589502779
14-07-2008,1.591411140
15-07-2008,1.596241666
16-07-2008,1.596022461
17-07-2008,1.593569431
18-07-2008,1.594809252
21-07-2008,1.593024793
22-07-2008,1.596144312
23-07-2008,1.597090474
24-07-2008,1.597183909
25-07-2008,1.599848353
28-07-2008,1.601057440
29-07-2008,1.600832182
30-07-2008,1.603365097
31-07-2008,1.602942825
01-08-2008,1.604054388
04-08-2008,1.604685699
05-08-2008,1.606353190
06-08-2008,1.607093675
07-08-2008,1.607023049
08-08-2008,1.607340783
11-08-2008,1.606089105
12-08-2008,1.606036323
13-08-2008,1.606577848
14-08-2008,1.609477991
15-08-2008,1.612332152
18-08-2008,1.612696525
19-08-2008,1.613407698
20-08-2008,1.613004177
21-08-2008,1.614165433
22-08-2008,1.614046773
25-08-2008,1.613453611
26-08-2008,1.614976249
27-08-2008,1.616844652
28-08-2008,1.617727875
29-08-2008,1.619116850
01-09-2008,1.620244517
02-09-2008,1.619577531
03-09-2008,1.619551473
04-09-2008,1.615420964
05-09-2008,1.617929136
08-09-2008,1.618780554
09-09-2008,1.617397340
10-09-2008,1.622088241
11-09-2008,1.622915208
12-09-2008,1.623704851
15-09-2008,1.621435787
16-09-2008,1.619978738
17-09-2008,1.610125835
18-09-2008,1.596322400
19-09-2008,1.610880307
22-09-2008,1.612233098
23-09-2008,1.607527379
24-09-2008,1.606635849
25-09-2008,1.611850198
26-09-2008,1.613078106
29-09-2008,1.608784987
30-09-2008,1.614840345
01-10-2008,1.622398720
02-10-2008,1.616840128
03-10-2008,1.617833864
06-10-2008,1.605890206
07-10-2008,1.602305977
08-10-2008,1.605555547
09-10-2008,1.610203548
10-10-2008,1.599769032
13-10-2008,1.612216208
14-10-2008,1.611402146
15-10-2008,1.609872551
16-10-2008,1.611032669
17-10-2008,1.612245404
20-10-2008,1.613603393
21-10-2008,1.613814317
22-10-2008,1.596907635
23-10-2008,1.591377938
24-10-2008,1.580120597
27-10-2008,1.584040333
28-10-2008,1.593757953
29-10-2008,1.603895545
30-10-2008,1.604843713
31-10-2008,1.605654401
03-11-2008,1.609459133
04-11-2008,1.615974461
05-11-2008,1.613898150
06-11-2008,1.613066724
07-11-2008,1.621882812
10-11-2008,1.622916432
11-11-2008,1.624623676
12-11-2008,1.626317522
13-11-2008,1.618233235
14-11-2008,1.624921656
17-11-2008,1.626032055
18-11-2008,1.626679256
19-11-2008,1.627676379
20-11-2008,1.628679933
21-11-2008,1.630890708
24-11-2008,1.632588363
25-11-2008,1.635312590
26-11-2008,1.636945698
27-11-2008,1.638122349
28-11-2008,1.642245831
01-12-2008,1.650826886
02-12-2008,1.662746239
03-12-2008,1.665413750
04-12-2008,1.666649944
05-12-2008,1.672578366
08-12-2008,1.677222857
09-12-2008,1.677015340
10-12-2008,1.683294272
11-12-2008,1.688405725
12-12-2008,1.690008555
15-12-2008,1.690604154
16-12-2008,1.689590312
17-12-2008,1.698099074
18-12-2008,1.706660452
19-12-2008,1.704007623
22-12-2008,1.704240483
23-12-2008,1.706515814
24-12-2008,1.707313566
26-12-2008,1.708929719
29-12-2008,1.709769930
30-12-2008,1.713432745
31-12-2008,1.714229737
02-01-2009,1.716923918
05-01-2009,1.722502199
06-01-2009,1.725387710
07-01-2009,1.723251155
08-01-2009,1.727666543
09-01-2009,1.733223397
12-01-2009,1.734890915
13-01-2009,1.742013157
14-01-2009,1.740601879
15-01-2009,1.744032476
16-01-2009,1.745093804
19-01-2009,1.749528352
20-01-2009,1.751172560
21-01-2009,1.754877786
22-01-2009,1.759143057
23-01-2009,1.757184244
26-01-2009,1.754555354
27-01-2009,1.758046509
28-01-2009,1.761116263
29-01-2009,1.758058078
30-01-2009,1.761672505
02-02-2009,1.764950962
03-02-2009,1.766193272
04-02-2009,1.764653451
05-02-2009,1.764490987
06-02-2009,1.769150634
09-02-2009,1.768429742
10-02-2009,1.769200514
11-02-2009,1.768108750
12-02-2009,1.765068272
13-02-2009,1.768527571
16-02-2009,1.770738427
17-02-2009,1.772035814
18-02-2009,1.772161427
19-02-2009,1.776074629
20-02-2009,1.776585800
25-02-2009,1.778720445
26-02-2009,1.784636115
27-02-2009,1.789536295
02-03-2009,1.792375535
03-03-2009,1.790294049
04-03-2009,1.787981515
05-03-2009,1.790086863
06-03-2009,1.795116594
09-03-2009,1.798747154
10-03-2009,1.802309240
11-03-2009,1.806343321
12-03-2009,1.807107772
13-03-2009,1.804922926
16-03-2009,1.805250963
17-03-2009,1.804998342
18-03-2009,1.811552226
19-03-2009,1.819454165
20-03-2009,1.820963457
23-03-2009,1.819824013
24-03-2009,1.817254851
25-03-2009,1.815641350
26-03-2009,1.816408921
27-03-2009,1.817313227
30-03-2009,1.817929260
31-03-2009,1.817816925
01-04-2009,1.819593740
02-04-2009,1.818505634
03-04-2009,1.817572322
06-04-2009,1.818928210
07-04-2009,1.819966421
08-04-2009,1.820155741
09-04-2009,1.820565646
13-04-2009,1.820300397
14-04-2009,1.823884441
15-04-2009,1.824386514
16-04-2009,1.821353791
17-04-2009,1.818531332
20-04-2009,1.818142200
22-04-2009,1.820816065
23-04-2009,1.823410859
24-04-2009,1.823098024
27-04-2009,1.822982309
28-04-2009,1.825546257
29-04-2009,1.826911126
30-04-2009,1.828590737
04-05-2009,1.830306049
05-05-2009,1.832884427
06-05-2009,1.835574165
07-05-2009,1.838337599
08-05-2009,1.840611711
11-05-2009,1.842276083
12-05-2009,1.843780862
13-05-2009,1.844740312
14-05-2009,1.847592798
15-05-2009,1.851094396
18-05-2009,1.854409696
19-05-2009,1.855635191
20-05-2009,1.861060118
21-05-2009,1.858359769
22-05-2009,1.861121150
25-05-2009,1.862791322
26-05-2009,1.864967609
27-05-2009,1.863725446
28-05-2009,1.865294032
29-05-2009,1.868005066
01-06-2009,1.871617494
02-06-2009,1.874226065
03-06-2009,1.875442899
04-06-2009,1.875928967
05-06-2009,1.872202154
08-06-2009,1.868360757
09-06-2009,1.860802970
10-06-2009,1.860253806
12-06-2009,1.870355885
15-06-2009,1.871137378
16-06-2009,1.874093857
17-06-2009,1.874983375
18-06-2009,1.872082553
19-06-2009,1.869359995
22-06-2009,1.869677390
23-06-2009,1.872271921
24-06-2009,1.873124928
25-06-2009,1.875252993
26-06-2009,1.877236503
29-06-2009,1.874853111
30-06-2009,1.876031297
01-07-2009,1.879513253
02-07-2009,1.883138234
03-07-2009,1.885233588
06-07-2009,1.889037749
07-07-2009,1.890103346
08-07-2009,1.892588190
09-07-2009,1.893312672
10-07-2009,1.895337264
13-07-2009,1.893407532
14-07-2009,1.897273074
15-07-2009,1.898236516
16-07-2009,1.899083310
17-07-2009,1.901150173
20-07-2009,1.902946193
21-07-2009,1.903510951
22-07-2009,1.904710043
23-07-2009,1.902411303
24-07-2009,1.903521305
27-07-2009,1.903942328
28-07-2009,1.902831633
29-07-2009,1.903450114
30-07-2009,1.901429619
31-07-2009,1.901776068
03-08-2009,1.903029832
04-08-2009,1.904139466
05-08-2009,1.904175961
06-08-2009,1.903307553
07-08-2009,1.902769338
10-08-2009,1.903220161
11-08-2009,1.903380568
12-08-2009,1.904126144
13-08-2009,1.905774837
14-08-2009,1.906505164
17-08-2009,1.908043886
18-08-2009,1.908200594
19-08-2009,1.910152458
20-08-2009,1.910759971
21-08-2009,1.910179789
24-08-2009,1.910521896
25-08-2009,1.911702692
26-08-2009,1.912925444
27-08-2009,1.913830565
28-08-2009,1.913180390
31-08-2009,1.914525521
01-09-2009,1.915871804
02-09-2009,1.916199396
03-09-2009,1.916466917
04-09-2009,1.918214604
08-09-2009,1.919240338
09-09-2009,1.920809481
10-09-2009,1.921708895
11-09-2009,1.923450179
14-09-2009,1.924253273
15-09-2009,1.924901510
16-09-2009,1.923025084
17-09-2009,1.923574542
18-09-2009,1.924497755
21-09-2009,1.920841893
22-09-2009,1.923456581
23-09-2009,1.923142391
24-09-2009,1.922667808
25-09-2009,1.922824037
28-09-2009,1.925284189
29-09-2009,1.926484183
30-09-2009,1.926932041
01-10-2009,1.926089050
02-10-2009,1.928719235
05-10-2009,1.929972260
06-10-2009,1.929278445
07-10-2009,1.929386136
08-10-2009,1.928231820
09-10-2009,1.928654781
13-10-2009,1.929530280
14-10-2009,1.930428531
15-10-2009,1.930189823
16-10-2009,1.930441849
19-10-2009,1.929264330
20-10-2009,1.930541899
21-10-2009,1.932692787
22-10-2009,1.933741834
23-10-2009,1.934861453
26-10-2009,1.935929540
27-10-2009,1.937369986
28-10-2009,1.937379857
29-10-2009,1.937335283
30-10-2009,1.936846067
03-11-2009,1.938752327
04-11-2009,1.939419840
05-11-2009,1.940925010
06-11-2009,1.941646035
09-11-2009,1.941427025
10-11-2009,1.942019873
11-11-2009,1.942437699
12-11-2009,1.942357723
13-11-2009,1.942891679
16-11-2009,1.943780574
18-05-2010,2.064363831
19-05-2010,2.063510467
20-05-2010,2.065654275
21-05-2010,2.067321525
24-05-2010,2.065836727
25-05-2010,2.065010216
26-05-2010,2.065454221
27-05-2010,2.066896431
28-05-2010,2.067575330
31-05-2010,2.067726338
01-06-2010,2.069702583
02-06-2010,2.072184983
04-06-2010,2.076683086
07-06-2010,2.079345217
08-06-2010,2.079059698
09-06-2010,2.078555536
10-06-2010,2.077759804
11-06-2010,2.077236081
14-06-2010,2.077808233
15-06-2010,2.075896140
16-06-2010,2.078632576
17-06-2010,2.079024888
18-06-2010,2.080653761
21-06-2010,2.082273680
22-06-2010,2.082260136
23-06-2010,2.081283471
24-06-2010,2.081266044
25-06-2010,2.081991778
28-06-2010,2.082978624
29-06-2010,2.083926716
30-06-2010,2.087053220
01-07-2010,2.091007997
02-07-2010,2.092809632
05-07-2010,2.093364066
06-07-2010,2.092986759
07-07-2010,2.091704198
08-07-2010,2.091028285
09-07-2010,2.091574906
12-07-2010,2.089697521
13-07-2010,2.093386817
14-07-2010,2.096970499
15-07-2010,2.098898384
16-07-2010,2.104646319
19-07-2010,2.103797340
20-07-2010,2.102198848
21-07-2010,2.106639807
22-07-2010,2.110511287
23-07-2010,2.107575022
26-07-2010,2.107245526
27-07-2010,2.108769386
28-07-2010,2.108606528
29-07-2010,2.109641497
30-07-2010,2.115213946
02-08-2010,2.115585531
03-08-2010,2.113701854
04-08-2010,2.114236433
05-08-2010,2.116922815
06-08-2010,2.115826510
09-08-2010,2.115593474
10-08-2010,2.116152424
11-08-2010,2.120516855
12-08-2010,2.122595864
13-08-2010,2.125121451
16-08-2010,2.130306686
17-08-2010,2.129448977
18-08-2010,2.131040006
19-08-2010,2.133869212
20-08-2010,2.133955775
23-08-2010,2.133695068
24-08-2010,2.136130417
25-08-2010,2.137137693
26-08-2010,2.135020706
27-08-2010,2.133662195
30-08-2010,2.133568971
31-08-2010,2.136141847
01-09-2010,2.134256183
02-09-2010,2.137371943
03-09-2010,2.138025496
06-09-2010,2.140174126
08-09-2010,2.140210011
09-09-2010,2.141520827
10-09-2010,2.141415763
13-09-2010,2.141457483
14-09-2010,2.143080394
15-09-2010,2.143820148
16-09-2010,2.141771838
17-09-2010,2.139625996
20-09-2010,2.139625288
21-09-2010,2.143355306
22-09-2010,2.143438776
23-09-2010,2.145741061
24-09-2010,2.146850653
27-09-2010,2.146270198
28-09-2010,2.146296815
29-09-2010,2.151247941
30-09-2010,2.151751002
01-10-2010,2.153815486
04-10-2010,2.155225180
05-10-2010,2.156495077
06-10-2010,2.160156194
07-10-2010,2.162462450
08-10-2010,2.163188611
11-10-2010,2.164173967
13-10-2010,2.167191419
14-10-2010,2.175174929
15-10-2010,2.177587527
18-10-2010,2.176495582
19-10-2010,2.171954163
20-10-2010,2.177795800
21-10-2010,2.176258330
22-10-2010,2.177274067
25-10-2010,2.176441060
26-10-2010,2.182425966
27-10-2010,2.181570074
28-10-2010,2.183170552
29-10-2010,2.186663331
01-11-2010,2.188815090
03-11-2010,2.189165187
04-11-2010,2.188797529
05-11-2010,2.188515090
08-11-2010,2.190042533
09-11-2010,2.193283257
10-11-2010,2.196407880
11-11-2010,2.197478303
12-11-2010,2.199684810
16-11-2010,2.196662051
17-11-2010,2.198059138
18-11-2010,2.197160695
19-11-2010,2.197980942
22-11-2010,2.192809875
23-11-2010,2.195422051
24-11-2010,2.198080439
25-11-2010,2.201235700
26-11-2010,2.197465798
29-11-2010,2.194373714
30-11-2010,2.197290874
01-12-2010,2.197460430
02-12-2010,2.196406615
03-12-2010,2.199073334
06-12-2010,2.199649333
07-12-2010,2.200632751
08-12-2010,2.199315110
09-12-2010,2.201208057
10-12-2010,2.208017760
13-12-2010,2.209355157
14-12-2010,2.215011261
15-12-2010,2.215865245
16-12-2010,2.219457379
17-12-2010,2.220882823
20-12-2010,2.221808521
21-12-2010,2.220421125
22-12-2010,2.218467788
23-12-2010,2.218003382
24-12-2010,2.219075308
27-12-2010,2.220255338
28-12-2010,2.223129336
29-12-2010,2.224825186
30-12-2010,2.226648947
31-12-2010,2.227718087
03-01-2011,2.230022404
04-01-2011,2.230661052
05-01-2011,2.231823383
06-01-2011,2.232617668
07-01-2011,2.231838823
10-01-2011,2.230463407
11-01-2011,2.232876025
12-01-2011,2.234751893
13-01-2011,2.239010791
14-01-2011,2.238084731
17-01-2011,2.237985903
18-01-2011,2.239033092
19-01-2011,2.240139594
20-01-2011,2.240927123
21-01-2011,2.240548248
24-01-2011,2.235842764
25-01-2011,2.237053931
26-01-2011,2.238202443
27-01-2011,2.241199104
28-01-2011,2.244270410
31-01-2011,2.245320318
01-02-2011,2.248169371
02-02-2011,2.250886006
03-02-2011,2.250600870
04-02-2011,2.248585822
07-02-2011,2.248773338
08-02-2011,2.254519588
09-02-2011,2.255776309
10-02-2011,2.255470190
11-02-2011,2.254881129
14-02-2011,2.252734304
15-02-2011,2.252640280
16-02-2011,2.255077674
17-02-2011,2.256952094
18-02-2011,2.258900111
21-02-2011,2.259979055
22-02-2011,2.261251985
23-02-2011,2.262317788
24-02-2011,2.259979673
25-02-2011,2.260824675
28-02-2011,2.262890404
01-03-2011,2.267573608
02-03-2011,2.267948207
03-03-2011,2.268741293
04-03-2011,2.270364706
09-03-2011,2.272054723
10-03-2011,2.278278009
11-03-2011,2.279224770
14-03-2011,2.279821057
15-03-2011,2.279226930
16-03-2011,2.280252562
17-03-2011,2.281086999
18-03-2011,2.283413301
21-03-2011,2.284355244
22-03-2011,2.287514799
23-03-2011,2.291768965
24-03-2011,2.292096966
25-03-2011,2.292747947
28-03-2011,2.294585142
29-03-2011,2.294311815
30-03-2011,2.299663312
31-03-2011,2.303269383
01-04-2011,2.306088415
04-04-2011,2.307596734
05-04-2011,2.306124251
06-04-2011,2.307463406
07-04-2011,2.309467802
08-04-2011,2.311539303
11-04-2011,2.311802057
12-04-2011,2.314329377
13-04-2011,2.314887120
14-04-2011,2.315051950
15-04-2011,2.314777882
18-04-2011,2.314555657
19-04-2011,2.315978922
20-04-2011,2.315152082
25-04-2011,2.312053417
26-04-2011,2.313966588
27-04-2011,2.316143832
28-04-2011,2.318152471
29-04-2011,2.320132284
02-05-2011,2.323418372
03-05-2011,2.326443206
04-05-2011,2.327767288
05-05-2011,2.329063956
06-05-2011,2.326054548
09-05-2011,2.327091253
10-05-2011,2.328340775
11-05-2011,2.331334900
12-05-2011,2.332703232
13-05-2011,2.334749832
16-05-2011,2.337169843
17-05-2011,2.338228856
18-05-2011,2.335322696
19-05-2011,2.335050007
20-05-2011,2.333672272
23-05-2011,2.333500309
24-05-2011,2.332725482
25-05-2011,2.334309478
26-05-2011,2.335966132
27-05-2011,2.338121332
30-05-2011,2.339283942
31-05-2011,2.341050072
01-06-2011,2.341814981
02-06-2011,2.341170565
03-06-2011,2.341372733
06-06-2011,2.340958530
07-06-2011,2.342144331
08-06-2011,2.344414556
09-06-2011,2.344293752
10-06-2011,2.344628960
13-06-2011,2.345354599
14-06-2011,2.346269215
15-06-2011,2.349507253
16-06-2011,2.350000168
17-06-2011,2.351693804
20-06-2011,2.352371017
21-06-2011,2.354216828
22-06-2011,2.355297434
24-06-2011,2.356044423
27-06-2011,2.356519890
28-06-2011,2.356088515
29-06-2011,2.357270511
30-06-2011,2.356446084
01-07-2011,2.357472673
04-07-2011,2.358965247
05-07-2011,2.358811274
06-07-2011,2.359978206
07-07-2011,2.362115792
08-07-2011,2.363788421
11-07-2011,2.365492412
12-07-2011,2.366869855
13-07-2011,2.369224607
14-07-2011,2.370753216
15-07-2011,2.371578113
18-07-2011,2.373895132
19-07-2011,2.375539504
20-07-2011,2.375795556
21-07-2011,2.377847008
22-07-2011,2.378781930
25-07-2011,2.378649545
26-07-2011,2.381387749
27-07-2011,2.383341908
28-07-2011,2.384989676
29-07-2011,2.386132629
01-08-2011,2.388872785
02-08-2011,2.391710274
03-08-2011,2.393053021
04-08-2011,2.396326164
05-08-2011,2.396656782
08-08-2011,2.400340207
09-08-2011,2.403828552
10-08-2011,2.404070003
11-08-2011,2.403882253
12-08-2011,2.409229711
15-08-2011,2.411583471
16-08-2011,2.417006268
17-08-2011,2.423831339
18-08-2011,2.430562737
19-08-2011,2.435745308
22-08-2011,2.437857936
23-08-2011,2.443085984
24-08-2011,2.447071445
25-08-2011,2.450451251
26-08-2011,2.461614612
29-08-2011,2.470985791
30-08-2011,2.472443582
31-08-2011,2.479318290
01-09-2011,2.509029297
02-09-2011,2.500585169
05-09-2011,2.502458309
06-09-2011,2.503630589
08-09-2011,2.498837939
09-09-2011,2.502806092
12-09-2011,2.506323731
13-09-2011,2.505735906
14-09-2011,2.505814977
15-09-2011,2.507488638
16-09-2011,2.509693501
19-09-2011,2.508854265
20-09-2011,2.508700262
21-09-2011,2.504512270
22-09-2011,2.502502257
23-09-2011,2.512140367
26-09-2011,2.520363936
27-09-2011,2.515659674
28-09-2011,2.518274289
29-09-2011,2.517688156
30-09-2011,2.520590645
03-10-2011,2.529523729
04-10-2011,2.527537010
05-10-2011,2.531845019
06-10-2011,2.531280615
07-10-2011,2.532862445
10-10-2011,2.533319013
11-10-2011,2.537707541
13-10-2011,2.536047753
14-10-2011,2.532554777
17-10-2011,2.532526032
18-10-2011,2.535616805
19-10-2011,2.536065983
20-10-2011,2.526050812
21-10-2011,2.528736116
24-10-2011,2.528469271
25-10-2011,2.527775510
26-10-2011,2.532643398
27-10-2011,2.533764670
28-10-2011,2.536094776
31-10-2011,2.537773211
01-11-2011,2.533615511
03-11-2011,2.534047596
04-11-2011,2.537111893
07-11-2011,2.540714555
08-11-2011,2.543439551
09-11-2011,2.550673460
10-11-2011,2.549463576
11-11-2011,2.552709122
14-11-2011,2.556359942
16-11-2011,2.560346482
17-11-2011,2.560762399
18-11-2011,2.561377704
21-11-2011,2.559556394
22-11-2011,2.557113487
23-11-2011,2.559525523
24-11-2011,2.564888090
25-11-2011,2.566599773
28-11-2011,2.565546716
29-11-2011,2.568079506
30-11-2011,2.573597604
01-12-2011,2.569180386
02-12-2011,2.570510030
05-12-2011,2.569274053
06-12-2011,2.571922535
07-12-2011,2.576880142
08-12-2011,2.577223720
09-12-2011,2.576366666
12-12-2011,2.579300328
13-12-2011,2.579244681
14-12-2011,2.578709653
15-12-2011,2.577013987
16-12-2011,2.576009664
19-12-2011,2.575814768
20-12-2011,2.578467267
21-12-2011,2.580675238
22-12-2011,2.573375026
23-12-2011,2.569479760
26-12-2011,2.566475751
27-12-2011,2.569720067
28-12-2011,2.572507544
29-12-2011,2.576097684
30-12-2011,2.577200446
02-01-2012,2.580436042
03-01-2012,2.580868724
04-01-2012,2.577676717
05-01-2012,2.575875456
06-01-2012,2.579944222
09-01-2012,2.580908753
10-01-2012,2.583914576
11-01-2012,2.583902020
12-01-2012,2.583728007
13-01-2012,2.586082583
16-01-2012,2.587514868
17-01-2012,2.587224153
18-01-2012,2.590358360
19-01-2012,2.595285738
20-01-2012,2.601235574
23-01-2012,2.599039901
24-01-2012,2.600504363
25-01-2012,2.601511414
26-01-2012,2.612439422
27-01-2012,2.618118614
30-01-2012,2.624811885
31-01-2012,2.624970064
01-02-2012,2.628036430
02-02-2012,2.631598010
03-02-2012,2.631225736
06-02-2012,2.630882009
07-02-2012,2.634103629
08-02-2012,2.637899594
09-02-2012,2.642772726
10-02-2012,2.647032948
13-02-2012,2.645827185
14-02-2012,2.649269589
15-02-2012,2.649626713
16-02-2012,2.653169511
17-02-2012,2.656836246
22-02-2012,2.658445385
23-02-2012,2.658918976
24-02-2012,2.655941166
27-02-2012,2.655703664
28-02-2012,2.661654101
29-02-2012,2.663374864
01-03-2012,2.667547993
02-03-2012,2.675505031
05-03-2012,2.678029452
06-03-2012,2.678378353
07-03-2012,2.682282161
08-03-2012,2.693699473
09-03-2012,2.701686467
12-03-2012,2.701368388
13-03-2012,2.700175428
14-03-2012,2.697255568
15-03-2012,2.690579725
16-03-2012,2.688806774
19-03-2012,2.684970862
20-03-2012,2.685985100
21-03-2012,2.688089495
22-03-2012,2.687446776
23-03-2012,2.689234196
26-03-2012,2.689593478
27-03-2012,2.691837875
28-03-2012,2.693229064
29-03-2012,2.692612618
30-03-2012,2.693308870
02-04-2012,2.696273130
03-04-2012,2.695907165
04-04-2012,2.699517245
05-04-2012,2.698683551
09-04-2012,2.701561233
10-04-2012,2.703359678
11-04-2012,2.702874947
12-04-2012,2.705140330
13-04-2012,2.705503182
16-04-2012,2.705596243
17-04-2012,2.707940006
18-04-2012,2.709564198
19-04-2012,2.718923892
20-04-2012,2.721210211
23-04-2012,2.721828469
24-04-2012,2.728278524
25-04-2012,2.732198279
26-04-2012,2.734292808
27-04-2012,2.738899872
30-04-2012,2.739403652
02-05-2012,2.749723888
03-05-2012,2.751790105
04-05-2012,2.764695125
07-05-2012,2.774371598
08-05-2012,2.766641918
09-05-2012,2.760929267
10-05-2012,2.770894030
11-05-2012,2.771625179
14-05-2012,2.775090313
15-05-2012,2.776487647
16-05-2012,2.779932191
17-05-2012,2.782184526
18-05-2012,2.785237229
21-05-2012,2.780395959
22-05-2012,2.758336443
23-05-2012,2.760172737
24-05-2012,2.746733151
25-05-2012,2.751006936
28-05-2012,2.750369403
29-05-2012,2.757066682
30-05-2012,2.758812580
31-05-2012,2.758535986
01-06-2012,2.757947364
04-06-2012,2.743840868
05-06-2012,2.745086154
06-06-2012,2.743178993
08-06-2012,2.751124173
11-06-2012,2.747031125
12-06-2012,2.749451180
13-06-2012,2.752761834
14-06-2012,2.756016187
15-06-2012,2.752706137
18-06-2012,2.755860831
19-06-2012,2.761197326
20-06-2012,2.764426302
21-06-2012,2.767820016
22-06-2012,2.767801659
25-06-2012,2.771804611
26-06-2012,2.772361779
27-06-2012,2.772537055
28-06-2012,2.773929349
29-06-2012,2.780299497
02-07-2012,2.785754850
03-07-2012,2.787866322
04-07-2012,2.786654107
05-07-2012,2.783266484
06-07-2012,2.788121780
09-07-2012,2.788620208
10-07-2012,2.794076224
11-07-2012,2.801598354
12-07-2012,2.802117747
13-07-2012,2.805115066
16-07-2012,2.810924977
17-07-2012,2.811039204
18-07-2012,2.814401384
19-07-2012,2.820049851
20-07-2012,2.828619737
23-07-2012,2.834943344
24-07-2012,2.832844876
25-07-2012,2.834716062
26-07-2012,2.831434247
27-07-2012,2.823226275
30-07-2012,2.824832453
31-07-2012,2.826694987
01-08-2012,2.831395074
02-08-2012,2.832951434
03-08-2012,2.832224762
06-08-2012,2.833967215
07-08-2012,2.839276409
08-08-2012,2.844706139
09-08-2012,2.844571642
10-08-2012,2.840357514
13-08-2012,2.841152279
14-08-2012,2.839757266
15-08-2012,2.840923617
16-08-2012,2.832365603
17-08-2012,2.833584361
20-08-2012,2.827080942
21-08-2012,2.832449250
22-08-2012,2.832933108
23-08-2012,2.833083200
24-08-2012,2.834724105
27-08-2012,2.839393971
28-08-2012,2.842828553
29-08-2012,2.841359798
30-08-2012,2.842567690
31-08-2012,2.844542584
03-09-2012,2.846974986
04-09-2012,2.849131259
05-09-2012,2.854490870
06-09-2012,2.852858666
10-09-2012,2.850610707
11-09-2012,2.854101416
12-09-2012,2.857790686
13-09-2012,2.860553700
14-09-2012,2.861647252
17-09-2012,2.864750084
18-09-2012,2.865120582
19-09-2012,2.866622040
20-09-2012,2.871440263
21-09-2012,2.875677357
24-09-2012,2.881044865
25-09-2012,2.887027057
26-09-2012,2.886757933
27-09-2012,2.888136370
28-09-2012,2.891611637
01-10-2012,2.895282301
02-10-2012,2.899197426
03-10-2012,2.901217703
04-10-2012,2.905010864
05-10-2012,2.925845788
08-10-2012,2.922141203
09-10-2012,2.924930352
10-10-2012,2.926429162
11-10-2012,2.930471776
15-10-2012,2.930779990
16-10-2012,2.931757691
17-10-2012,2.928740440
18-10-2012,2.932589178
19-10-2012,2.935951730
22-10-2012,2.938614134
23-10-2012,2.940787835
24-10-2012,2.938830236
25-10-2012,2.937738793
26-10-2012,2.939993165
29-10-2012,2.941047639
30-10-2012,2.942204312
31-10-2012,2.943939306
01-11-2012,2.944411560
05-11-2012,2.946500325
06-11-2012,2.946232510
07-11-2012,2.948876384
08-11-2012,2.949372945
09-11-2012,2.949278390
12-11-2012,2.948698494
13-11-2012,2.946113272
14-11-2012,2.940584089
16-11-2012,2.945822685
19-11-2012,2.948890122
20-11-2012,2.949817401
21-11-2012,2.948966089
22-11-2012,2.949307407
23-11-2012,2.952594410
26-11-2012,2.956392775
27-11-2012,2.962817723
28-11-2012,2.963869262
29-11-2012,2.965699920
30-11-2012,2.973668612
03-12-2012,2.977709383
04-12-2012,2.986252241
05-12-2012,2.987912475
06-12-2012,3.002452349
07-12-2012,3.001839603
10-12-2012,3.000598989
11-12-2012,2.998644959
12-12-2012,3.002072496
13-12-2012,3.007824087
14-12-2012,3.009821390
17-12-2012,3.010070832
18-12-2012,3.009540689
19-12-2012,3.011648333
20-12-2012,3.008825113
21-12-2012,3.008672352
24-12-2012,3.010032398
26-12-2012,3.011608260
27-12-2012,3.012664773
