data,valor
2022-09-13,2973.5100
2022-09-12,2973.6799
2022-09-09,2980.0601
2022-09-08,2974.4299
2022-09-06,2977.0701
2022-09-05,2980.8101
2022-09-02,2975.5100
2022-09-01,2968.9700
2022-08-31,2976.2300
2022-08-30,2957.2400
2022-08-29,2952.4500
2022-08-26,2940.7100
2022-08-25,2933.2600
2022-08-24,2929.1101
2022-08-23,2931.4600
2022-08-22,2929.7800
2022-08-19,2923.1599
2022-08-18,2920.9199
2022-08-17,2916.9900
2022-08-16,2908.2900
2022-08-15,2902.0601
2022-08-12,2870.9500
2022-08-11,2851.5801
2022-08-10,2832.9399
2022-08-09,2825.7400
2022-08-08,2821.1599
2022-08-05,2817.4199
2022-08-04,2811.2000
2022-08-03,2806.2500
2022-08-02,2808.6499
2022-08-01,2803.3201
2022-07-29,2814.1001
2022-07-28,2801.6799
2022-07-27,2794.6201
2022-07-26,2794.0000
2022-07-25,2792.9600
2022-07-22,2793.3401
2022-07-21,2791.0300
2022-07-20,2789.5200
2022-07-19,2784.1299
2022-07-18,2779.7700
2022-07-15,2778.1399
2022-07-14,2775.8799
2022-07-13,2773.1399
2022-07-12,2780.3000
2022-07-11,2786.8101
2022-07-08,2792.0100
2022-07-07,2792.5901
2022-07-06,2788.6299
2022-07-05,2783.8000
2022-07-04,2793.3999
2022-07-01,2792.1201
2022-06-30,2795.6201
2022-06-29,2792.3899
2022-06-28,2793.7100
2022-06-27,2800.5500
2022-06-24,2802.3701
2022-06-23,2802.6599
2022-06-22,2808.4199
2022-06-21,2813.0801
2022-06-20,2811.2500
2022-06-17,2802.0200
2022-06-15,2804.3799
2022-06-14,2801.2700
2022-06-13,2802.5400
2022-06-10,2813.6399
2022-06-09,2817.7900
2022-06-08,2822.8000
2022-06-07,2824.8701
2022-06-06,2829.2900
2022-06-03,2830.2600
2022-06-02,2826.2500
2022-06-01,2823.0801
2022-05-31,2820.4500
2022-05-30,2812.6201
2022-05-27,2806.5200
2022-05-26,2795.6899
2022-05-25,2793.1799
2022-05-24,2791.1001
2022-05-23,2789.3701
2022-05-20,2784.5701
2022-05-19,2779.1599
2022-05-18,2777.4600
2022-05-17,2776.6201
2022-05-16,2768.6299
2022-05-13,2771.8701
2022-05-12,2755.7900
2022-05-11,2763.8601
2022-05-10,2768.1201
2022-05-09,2769.8000
2022-05-06,2779.3601
2022-05-05,2782.4600
2022-05-04,2787.9099
2022-05-03,2794.8899
2022-05-02,2798.1599
2022-04-29,2813.0601
2022-04-28,2804.8301
2022-04-27,2801.2000
2022-04-26,2801.9900
2022-04-25,2805.3101
2022-04-22,2810.2900
2022-04-20,2808.2100
2022-04-19,2805.3799
2022-04-18,2801.9099
2022-04-14,2808.6001
2022-04-13,2803.5901
2022-04-12,2808.9700
2022-04-11,2807.5801
2022-04-08,2808.8301
2022-04-07,2805.3501
2022-04-06,2803.8899
2022-04-05,2805.6001
2022-04-04,2807.1899
2022-04-01,2798.7100
2022-03-31,2779.9700
2022-03-30,2772.1699
2022-03-29,2762.0500
2022-03-28,2748.2600
2022-03-25,2748.2700
2022-03-24,2732.6799
2022-03-23,2734.5901
2022-03-22,2730.5200
2022-03-21,2720.1499
2022-03-18,2719.1699
2022-03-17,2708.5100
2022-03-16,2710.3101
2022-03-15,2707.7600
2022-03-14,2704.5701
2022-03-11,2719.7800
2022-03-10,2724.4199
2022-03-09,2724.8000
2022-03-08,2725.7100
2022-03-07,2730.8601
2022-03-04,2741.7200
2022-03-03,2742.0200
2022-03-02,2736.5801
2022-02-25,2741.1499
2022-02-24,2709.7500
2022-02-23,2729.3301
2022-02-22,2733.3501
2022-02-21,2741.5901
2022-02-18,2751.5601
2022-02-17,2746.5500
2022-02-16,2747.5300
2022-02-15,2750.9700
2022-02-14,2753.1599
2022-02-11,2762.7000
2022-02-10,2761.0300
2022-02-09,2763.7600
2022-02-08,2762.5701
2022-02-07,2765.6399
2022-02-04,2771.9099
2022-02-03,2767.5901
2022-02-02,2771.0100
2022-02-01,2776.6101
2022-01-31,2776.9199
2022-01-28,2769.8999
2022-01-27,2767.0200
2022-01-26,2772.9399
2022-01-25,2792.6101
2022-01-24,2799.7800
2022-01-21,2810.2500
2022-01-20,2804.5601
2022-01-19,2807.0601
2022-01-18,2802.0200
2022-01-17,2795.8501
2022-01-14,2782.8999
2022-01-13,2764.6001
2022-01-12,2764.2800
2022-01-11,2754.4099
2022-01-10,2752.1399
